region_id,total_registered_voters,active_registered_voters,inactive_registered_voters,active_percentage
1420,1961.0,1629.0,332.0,83.07
1421,23834.0,20409.0,3425.0,85.63
1422,9076.0,7734.0,1342.0,85.21
1423,16301.0,14080.0,2221.0,86.38
1424,15869.0,14207.0,1662.0,89.53
1425,8911.0,7609.0,1302.0,85.39
1426,410.0,342.0,68.0,83.41
1427,795.0,682.0,113.0,85.79
1428,472.0,412.0,60.0,87.29
1429,1180.0,1052.0,128.0,89.15
1430,140.0,137.0,3.0,97.86
1431,311.0,292.0,19.0,93.89
1432,755.0,627.0,128.0,83.05
1433,6843.0,5483.0,1360.0,80.13
1434,737.0,619.0,118.0,83.99
1435,3687.0,3251.0,436.0,88.17
1436,1309.0,1133.0,176.0,86.55
1437,1393.0,1216.0,177.0,87.29
1438,639.0,555.0,84.0,86.85
1439,1086.0,878.0,208.0,80.85
1440,1043.0,1023.0,20.0,98.08
1441,211.0,173.0,38.0,81.99
1442,164.0,145.0,19.0,88.41
1443,1283.0,1115.0,168.0,86.91
1444,507.0,414.0,93.0,81.66
1445,373.0,358.0,15.0,95.98
1446,3214.0,2802.0,412.0,87.18
1447,262.0,236.0,26.0,90.08
1448,107.0,94.0,13.0,87.85
1449,5448.0,4578.0,870.0,84.03
1450,2865.0,2567.0,298.0,89.6
1451,804.0,752.0,52.0,93.53
1452,916.0,829.0,87.0,90.5
1453,4755.0,3810.0,945.0,80.13
1454,1101.0,730.0,371.0,66.3
1455,171.0,165.0,6.0,96.49
1456,1621.0,1425.0,196.0,87.91
1457,1881.0,1665.0,216.0,88.52
1458,402.0,331.0,71.0,82.34
1459,7544.0,6396.0,1148.0,84.78
1460,1357.0,1160.0,197.0,85.48
1461,46.0,39.0,7.0,84.78
1462,1800.0,1470.0,330.0,81.67
1463,48.0,48.0,0.0,100.0
1464,2289.0,1924.0,365.0,84.05
1465,1697.0,1439.0,258.0,84.8
1466,468.0,425.0,43.0,90.81
1467,2070.0,1793.0,277.0,86.62
1468,1982.0,1797.0,185.0,90.67
1469,60.0,55.0,5.0,91.67
1470,720.0,624.0,96.0,86.67
1471,1203.0,1035.0,168.0,86.03
1472,1159.0,1035.0,124.0,89.3
1473,280.0,251.0,29.0,89.64
1474,1736.0,1411.0,325.0,81.28
1475,1106.0,919.0,187.0,83.09
1476,1087.0,956.0,131.0,87.95
1477,1593.0,1393.0,200.0,87.45
1478,363.0,342.0,21.0,94.21
1479,1366.0,1271.0,95.0,93.05
1480,1571.0,1278.0,293.0,81.35
1481,485.0,415.0,70.0,85.57
1482,302.0,293.0,9.0,97.02
1483,544.0,437.0,107.0,80.33
1484,1695.0,1499.0,196.0,88.44
1485,16328.0,12962.0,3366.0,79.39
1486,3089.0,2746.0,343.0,88.9
1487,2202.0,1949.0,253.0,88.51
1488,2376.0,2025.0,351.0,85.23
1489,3358.0,3161.0,197.0,94.13
1490,2687.0,2228.0,459.0,82.92
1491,2817.0,2247.0,570.0,79.77
1492,960.0,931.0,29.0,96.98
1493,5343.0,4377.0,966.0,81.92
1494,2485.0,2223.0,262.0,89.46
1495,3134.0,2739.0,395.0,87.4
1496,2377.0,2063.0,314.0,86.79
1497,3708.0,3242.0,466.0,87.43
1498,1652.0,1436.0,216.0,86.92
1499,5254.0,4540.0,714.0,86.41
1500,2586.0,2249.0,337.0,86.97
1501,1469.0,1248.0,221.0,84.96
1502,2435.0,2164.0,271.0,88.87
1503,932.0,881.0,51.0,94.53
1504,4014.0,3691.0,323.0,91.95
1505,3687.0,3227.0,460.0,87.52
1506,566.0,515.0,51.0,90.99
1507,15635.0,11348.0,4287.0,72.58
1508,1020.0,983.0,37.0,96.37
1509,3341.0,2915.0,426.0,87.25
1510,2173.0,1876.0,297.0,86.33
1511,6680.0,5827.0,853.0,87.23
1512,5871.0,4924.0,947.0,83.87
1513,1191.0,1129.0,62.0,94.79
1514,5088.0,4565.0,523.0,89.72
1515,1410.0,1272.0,138.0,90.21
1516,1175.0,1030.0,145.0,87.66
1517,1437.0,1380.0,57.0,96.03
1518,91.0,81.0,10.0,89.01
1519,66.0,58.0,8.0,87.88
1520,402.0,371.0,31.0,92.29
1521,1489.0,1333.0,156.0,89.52
1522,6128.0,5118.0,1010.0,83.52
1523,3457.0,3132.0,325.0,90.6
1524,2401.0,2191.0,210.0,91.25
1525,1483.0,1305.0,178.0,88.0
1526,2472.0,2122.0,350.0,85.84
1527,2095.0,1956.0,139.0,93.37
1528,1058.0,965.0,93.0,91.21
1529,3276.0,2908.0,368.0,88.77
1530,1356.0,1221.0,135.0,90.04
1531,753.0,674.0,79.0,89.51
1532,2925.0,2632.0,293.0,89.98
1533,2041.0,1761.0,280.0,86.28
1534,853.0,766.0,87.0,89.8
1535,2781.0,2626.0,155.0,94.43
1536,2214.0,1893.0,321.0,85.5
1537,1596.0,1456.0,140.0,91.23
1538,1319.0,1099.0,220.0,83.32
1539,2453.0,2172.0,281.0,88.54
1540,75.0,73.0,2.0,97.33
1541,1817.0,1674.0,143.0,92.13
1542,1819.0,1619.0,200.0,89.0
1543,496.0,459.0,37.0,92.54
1544,1046.0,937.0,109.0,89.58
1545,607.0,562.0,45.0,92.59
1546,4476.0,3820.0,656.0,85.34
1547,732.0,667.0,65.0,91.12
1548,1924.0,1759.0,165.0,91.42
1549,3376.0,2922.0,454.0,86.55
1550,718.0,658.0,60.0,91.64
1551,2772.0,2294.0,478.0,82.76
1552,1437.0,1286.0,151.0,89.49
1553,1775.0,1557.0,218.0,87.72
1554,133.0,123.0,10.0,92.48
1555,939.0,764.0,175.0,81.36
1556,1133.0,988.0,145.0,87.2
1557,1906.0,1668.0,238.0,87.51
1558,3546.0,2722.0,824.0,76.76
1559,178.0,165.0,13.0,92.7
1560,763.0,687.0,76.0,90.04
1561,294.0,248.0,46.0,84.35
1562,1021.0,885.0,136.0,86.68
1563,1113.0,987.0,126.0,88.68
1564,1368.0,1214.0,154.0,88.74
1565,78.0,71.0,7.0,91.03
1566,1180.0,1045.0,135.0,88.56
1567,0.0,0.0,0.0,0.0
1568,2047.0,1663.0,384.0,81.24
1569,355.0,312.0,43.0,87.89
1570,4565.0,3704.0,861.0,81.14
1571,1757.0,1521.0,236.0,86.57
1572,3721.0,3015.0,706.0,81.03
1573,4365.0,3681.0,684.0,84.33
1574,1306.0,1105.0,201.0,84.61
1575,1365.0,1195.0,170.0,87.55
1576,342.0,304.0,38.0,88.89
1577,4680.0,3582.0,1098.0,76.54
1578,251.0,235.0,16.0,93.63
1579,309.0,298.0,11.0,96.44
1580,851.0,756.0,95.0,88.84
1581,383.0,349.0,34.0,91.12
1582,81.0,69.0,12.0,85.19
1583,1308.0,1247.0,61.0,95.34
1584,1444.0,1230.0,214.0,85.18
1585,1327.0,1156.0,171.0,87.11
1586,736.0,647.0,89.0,87.91
1587,23566.0,20667.0,2899.0,87.7
1588,1052.0,958.0,94.0,91.06
1589,1381.0,1146.0,235.0,82.98
1590,8264.0,6618.0,1646.0,80.08
1591,377.0,333.0,44.0,88.33
1592,2415.0,2153.0,262.0,89.15
1593,126.0,115.0,11.0,91.27
1594,1119.0,959.0,160.0,85.7
1595,462.0,438.0,24.0,94.81
1596,870.0,684.0,186.0,78.62
1597,1745.0,1479.0,266.0,84.76
1598,2232.0,1939.0,293.0,86.87
1599,2890.0,2476.0,414.0,85.67
1600,966.0,912.0,54.0,94.41
1601,34.0,24.0,10.0,70.59
1602,1322.0,1145.0,177.0,86.61
1603,1901.0,1770.0,131.0,93.11
1604,165.0,164.0,1.0,99.39
1605,1339.0,1092.0,247.0,81.55
1606,1008.0,852.0,156.0,84.52
1607,837.0,720.0,117.0,86.02
1608,891.0,765.0,126.0,85.86
1609,3885.0,3453.0,432.0,88.88
1610,1089.0,927.0,162.0,85.12
1611,7103.0,6161.0,942.0,86.74
1612,5656.0,4949.0,707.0,87.5
1613,2950.0,2557.0,393.0,86.68
1614,936.0,816.0,120.0,87.18
1615,1234.0,1056.0,178.0,85.58
1616,1218.0,999.0,219.0,82.02
1617,130.0,100.0,30.0,76.92
1618,625.0,523.0,102.0,83.68
1619,107.0,97.0,10.0,90.65
1620,813.0,693.0,120.0,85.24
1621,2397.0,2115.0,282.0,88.24
1622,3766.0,3379.0,387.0,89.72
1623,409.0,343.0,66.0,83.86
1624,575.0,532.0,43.0,92.52
1625,92.0,82.0,10.0,89.13
1626,1093.0,963.0,130.0,88.11
1627,2806.0,2370.0,436.0,84.46
1628,3741.0,3183.0,558.0,85.08
1629,215.0,187.0,28.0,86.98
1630,1384.0,1249.0,135.0,90.25
1631,2715.0,2301.0,414.0,84.75
1632,9265.0,7843.0,1422.0,84.65
1633,12677.0,8712.0,3965.0,68.72
1634,3537.0,3110.0,427.0,87.93
1635,342.0,293.0,49.0,85.67
1636,727.0,623.0,104.0,85.69
1637,450.0,405.0,45.0,90.0
1638,1143.0,944.0,199.0,82.59
1639,167.0,140.0,27.0,83.83
1640,35.0,30.0,5.0,85.71
1641,262.0,229.0,33.0,87.4
1642,495.0,461.0,34.0,93.13
1643,1211.0,995.0,216.0,82.16
1644,1748.0,1460.0,288.0,83.52
1645,65.0,56.0,9.0,86.15
1646,298.0,268.0,30.0,89.93
1647,203.0,178.0,25.0,87.68
1648,533.0,487.0,46.0,91.37
1649,141.0,137.0,4.0,97.16
1650,162.0,151.0,11.0,93.21
1651,1097.0,1002.0,95.0,91.34
1652,3455.0,3048.0,407.0,88.22
1653,1832.0,1474.0,358.0,80.46
1654,1079.0,953.0,126.0,88.32
1655,0.0,0.0,0.0,0.0
1656,167.0,160.0,7.0,95.81
1657,225.0,214.0,11.0,95.11
1658,2174.0,1660.0,514.0,76.36
1659,669.0,601.0,68.0,89.84
1660,672.0,578.0,94.0,86.01
1661,1166.0,1016.0,150.0,87.14
1662,795.0,733.0,62.0,92.2
1663,205.0,195.0,10.0,95.12
1664,213.0,173.0,40.0,81.22
1665,135.0,111.0,24.0,82.22
1666,446.0,415.0,31.0,93.05
1667,8277.0,6693.0,1584.0,80.86
1668,2874.0,2347.0,527.0,81.66
1669,2712.0,2501.0,211.0,92.22
1670,1133.0,1037.0,96.0,91.53
1671,2200.0,1950.0,250.0,88.64
1672,2663.0,2536.0,127.0,95.23
1673,8865.0,7860.0,1005.0,88.66
1674,1882.0,1688.0,194.0,89.69
1675,2956.0,2666.0,290.0,90.19
1676,1966.0,1642.0,324.0,83.52
1677,927.0,736.0,191.0,79.4
1678,877.0,744.0,133.0,84.83
1679,88.0,73.0,15.0,82.95
1680,345.0,307.0,38.0,88.99
1681,1675.0,1480.0,195.0,88.36
1682,71.0,71.0,0.0,100.0
1683,1137.0,1001.0,136.0,88.04
1684,31.0,28.0,3.0,90.32
1685,794.0,619.0,175.0,77.96
1686,928.0,793.0,135.0,85.45
1687,4866.0,4215.0,651.0,86.62
1688,773.0,626.0,147.0,80.98
1689,1377.0,1186.0,191.0,86.13
1690,151.0,133.0,18.0,88.08
1691,820.0,683.0,137.0,83.29
1692,3738.0,3094.0,644.0,82.77
1693,615.0,573.0,42.0,93.17
1694,154.0,144.0,10.0,93.51
1695,415.0,368.0,47.0,88.67
1696,759.0,664.0,95.0,87.48
1697,2685.0,2332.0,353.0,86.85
1698,1609.0,1398.0,211.0,86.89
1699,3760.0,2917.0,843.0,77.58
1700,70.0,58.0,12.0,82.86
1701,426.0,376.0,50.0,88.26
1702,1622.0,1489.0,133.0,91.8
1703,7279.0,5754.0,1525.0,79.05
1704,804.0,748.0,56.0,93.03
1705,848.0,770.0,78.0,90.8
1706,596.0,504.0,92.0,84.56
1707,56.0,50.0,6.0,89.29
1708,67.0,64.0,3.0,95.52
1709,6444.0,5487.0,957.0,85.15
1710,854.0,744.0,110.0,87.12
1711,846.0,767.0,79.0,90.66
1712,868.0,801.0,67.0,92.28
1713,922.0,875.0,47.0,94.9
1714,650.0,576.0,74.0,88.62
1715,650.0,577.0,73.0,88.77
1716,513.0,450.0,63.0,87.72
1717,716.0,618.0,98.0,86.31
1718,844.0,752.0,92.0,89.1
1719,2293.0,2090.0,203.0,91.15
1720,938.0,769.0,169.0,81.98
1721,882.0,804.0,78.0,91.16
1722,817.0,741.0,76.0,90.7
1723,1537.0,1369.0,168.0,89.07
1724,1444.0,1284.0,160.0,88.92
1725,617.0,555.0,62.0,89.95
1726,1258.0,1165.0,93.0,92.61
1727,2641.0,2097.0,544.0,79.4
1728,1675.0,1437.0,238.0,85.79
1729,1436.0,1161.0,275.0,80.85
1730,734.0,611.0,123.0,83.24
1731,855.0,711.0,144.0,83.16
1732,1948.0,1324.0,624.0,67.97
1733,717.0,616.0,101.0,85.91
1734,3413.0,2814.0,599.0,82.45
1735,0.0,0.0,0.0,0.0
1736,1010.0,905.0,105.0,89.6
1737,508.0,439.0,69.0,86.42
1738,1037.0,855.0,182.0,82.45
1739,176.0,155.0,21.0,88.07
1740,365.0,348.0,17.0,95.34
1741,100.0,97.0,3.0,97.0
1742,2441.0,2011.0,430.0,82.38
1743,284.0,275.0,9.0,96.83
1744,1074.0,867.0,207.0,80.73
1745,366.0,303.0,63.0,82.79
1746,489.0,433.0,56.0,88.55
1747,155.0,133.0,22.0,85.81
1748,106.0,97.0,9.0,91.51
1749,480.0,427.0,53.0,88.96
1750,685.0,546.0,139.0,79.71
1751,58.0,56.0,2.0,96.55
1752,474.0,418.0,56.0,88.19
1753,1142.0,1037.0,105.0,90.81
1754,1297.0,1092.0,205.0,84.19
1755,156.0,143.0,13.0,91.67
1756,815.0,692.0,123.0,84.91
1757,435.0,407.0,28.0,93.56
1758,1042.0,924.0,118.0,88.68
1759,1351.0,1143.0,208.0,84.6
1760,1800.0,1352.0,448.0,75.11
1761,884.0,749.0,135.0,84.73
1762,437.0,395.0,42.0,90.39
1763,122.0,118.0,4.0,96.72
1764,1197.0,1058.0,139.0,88.39
1765,161.0,155.0,6.0,96.27
1766,457.0,326.0,131.0,71.33
1767,652.0,604.0,48.0,92.64
1768,660.0,617.0,43.0,93.48
1769,658.0,572.0,86.0,86.93
1770,538.0,472.0,66.0,87.73
1771,280.0,266.0,14.0,95.0
1772,1013.0,899.0,114.0,88.75
1773,53.0,48.0,5.0,90.57
1774,171.0,140.0,31.0,81.87
1775,129.0,115.0,14.0,89.15
1776,64.0,56.0,8.0,87.5
1777,129.0,120.0,9.0,93.02
1778,493.0,470.0,23.0,95.33
1779,195.0,148.0,47.0,75.9
1780,2443.0,2122.0,321.0,86.86
1781,2809.0,2476.0,333.0,88.15
1782,4008.0,3505.0,503.0,87.45
1783,7423.0,5932.0,1491.0,79.91
1784,18006.0,15295.0,2711.0,84.94
1785,7239.0,6353.0,886.0,87.76
1786,1390.0,1214.0,176.0,87.34
1787,1927.0,1719.0,208.0,89.21
1788,7105.0,5797.0,1308.0,81.59
1789,4091.0,3662.0,429.0,89.51
1790,11505.0,10325.0,1180.0,89.74
1791,3577.0,3394.0,183.0,94.88
1792,10203.0,8537.0,1666.0,83.67
1793,5798.0,4714.0,1084.0,81.3
1794,2907.0,2581.0,326.0,88.79
1795,2890.0,2808.0,82.0,97.16
1796,4203.0,3680.0,523.0,87.56
1797,1461.0,1270.0,191.0,86.93
1798,4620.0,3971.0,649.0,85.95
1799,1487.0,1392.0,95.0,93.61
1800,7215.0,5669.0,1546.0,78.57
1801,1623.0,1446.0,177.0,89.09
1802,18237.0,15867.0,2370.0,87.0
1803,17132.0,14496.0,2636.0,84.61
1804,2533.0,2308.0,225.0,91.12
1805,6888.0,5959.0,929.0,86.51
1806,6623.0,5815.0,808.0,87.8
1807,11574.0,10183.0,1391.0,87.98
1808,13764.0,11975.0,1789.0,87.0
1809,448.0,414.0,34.0,92.41
1810,408.0,378.0,30.0,92.65
1811,0.0,0.0,0.0,0.0
1812,498.0,369.0,129.0,74.1
1813,324.0,285.0,39.0,87.96
1814,47655.0,44100.0,3546.0,92.54
1815,451903.0,414800.0,36950.0,91.79
1816,610028.0,575447.0,34378.0,94.33
1817,76072.0,70343.0,5716.0,92.47
1818,23616.0,22103.0,1505.0,93.59
1819,137183.0,129502.0,7658.0,94.4
1820,78120.0,72868.0,5225.0,93.28
1821,135853.0,125795.0,10014.0,92.6
1822,24992.0,23944.0,1033.0,95.81
1823,221122.0,205569.0,15402.0,92.97
1824,22189.0,20788.0,1399.0,93.69
1825,208581.0,195047.0,13474.0,93.51
1826,252105.0,236961.0,15044.0,93.99
1827,14988.0,14166.0,811.0,94.52
1828,765356.0,695162.0,69162.0,90.83
1829,653940.0,611083.0,42363.0,93.45
1830,41922.0,40971.0,946.0,97.73
1831,85258.0,77499.0,7744.0,90.9
1832,14897.0,14330.0,563.0,96.19
1833,30549.0,28667.0,1870.0,93.84
1834,113595.0,101794.0,11763.0,89.61
1835,71696.0,66662.0,5015.0,92.98
1836,46520.0,43344.0,3146.0,93.17
1837,427077.0,400167.0,25907.0,93.7
1838,37611.0,37140.0,471.0,98.75
1839,16311.0,13381.0,2930.0,82.04
1840,9018.0,8167.0,851.0,90.56
1841,6230.0,5992.0,238.0,96.18
1842,13414.0,12584.0,830.0,93.81
1843,4972.0,4796.0,176.0,96.46
1844,28849.0,27159.0,1690.0,94.14
1845,12117.0,10900.0,1217.0,89.96
1846,13297.0,11197.0,2100.0,84.21
1847,5870.0,5534.0,336.0,94.28
1848,3470.0,2920.0,550.0,84.15
1849,17581.0,15947.0,1634.0,90.71
1850,2308.0,2244.0,64.0,97.23
1851,3197.0,2731.0,466.0,85.42
1852,22558.0,18518.0,4040.0,82.09
1853,6814.0,6339.0,475.0,93.03
1854,403.0,385.0,18.0,95.53
1855,1682.0,1439.0,243.0,85.55
1856,2644.0,2599.0,45.0,98.3
1857,1365.0,1228.0,137.0,89.96
1858,5150.0,4809.0,341.0,93.38
1859,1151.0,1151.0,0.0,100.0
1860,545.0,545.0,0.0,100.0
1861,5238.0,5114.0,124.0,97.63
1862,601.0,544.0,57.0,90.52
1863,1613.0,1448.0,165.0,89.77
1864,2590.0,2146.0,444.0,82.86
1865,4839.0,4688.0,151.0,96.88
1866,3988.0,3884.0,104.0,97.39
1867,837.0,796.0,41.0,95.1
1868,140.0,140.0,0.0,100.0
1869,194.0,179.0,15.0,92.27
1870,1257.0,1190.0,67.0,94.67
1871,9952.0,7392.0,2560.0,74.28
1872,1363.0,1268.0,95.0,93.03
1873,685.0,685.0,0.0,100.0
1874,32846.0,25163.0,7683.0,76.61
1875,1342.0,1339.0,3.0,99.78
1876,702.0,702.0,0.0,100.0
1877,579.0,579.0,0.0,100.0
1878,2693.0,2308.0,385.0,85.7
1879,1747.0,1637.0,110.0,93.7
1880,375.0,375.0,0.0,100.0
1881,430.0,430.0,0.0,100.0
1882,1168.0,1131.0,37.0,96.83
1883,5095.0,4635.0,460.0,90.97
1884,731.0,731.0,0.0,100.0
1885,8782.0,7809.0,973.0,88.92
1886,36530.0,25438.0,11092.0,69.64
1887,5617.0,4570.0,1047.0,81.36
1888,25275.0,23121.0,2154.0,91.48
1889,6599.0,5141.0,1458.0,77.91
1890,18555.0,15326.0,3229.0,82.6
1891,13436.0,11956.0,1480.0,88.98
1892,62521.0,33994.0,28527.0,54.37
1893,7553.0,6515.0,1038.0,86.26
1894,19486.0,18383.0,1103.0,94.34
1895,70890.0,66884.0,4006.0,94.35
1896,24215.0,21001.0,3214.0,86.73
1897,15072.0,14733.0,339.0,97.75
1898,12956.0,11341.0,1615.0,87.53
1899,11016.0,9127.0,1889.0,82.85
1900,12561.0,10379.0,2182.0,82.63
1901,15193.0,12309.0,2884.0,81.02
1902,13692.0,13491.0,201.0,98.53
1903,44574.0,30164.0,14410.0,67.67
1904,14558.0,12605.0,1953.0,86.58
1905,448.0,447.0,1.0,99.78
1906,1181.0,1065.0,116.0,90.18
1907,4399.0,3442.0,957.0,78.25
1908,100.0,100.0,0.0,100.0
1909,4445.0,4312.0,133.0,97.01
1910,3833.0,3753.0,80.0,97.91
1911,2786.0,2776.0,10.0,99.64
1912,14310.0,13123.0,1187.0,91.71
1913,27006.0,22132.0,4874.0,81.95
1914,31420.0,28980.0,2440.0,92.23
1915,6842.0,6611.0,231.0,96.62
1916,23112.0,21390.0,1722.0,92.55
1917,3035.0,2871.0,164.0,94.6
1918,6988.0,6395.0,593.0,91.51
1919,24153.0,18806.0,5347.0,77.86
1920,5717.0,4676.0,1041.0,81.79
1921,5862.0,5103.0,759.0,87.05
1922,52011.0,33294.0,18717.0,64.01
1923,12391.0,11096.0,1295.0,89.55
1924,49341.0,23445.0,25896.0,47.52
1925,62305.0,60079.0,2226.0,96.43
1926,10058.0,8742.0,1316.0,86.92
1927,4467.0,3935.0,532.0,88.09
1928,17098.0,14264.0,2834.0,83.42
1929,6067.0,5195.0,872.0,85.63
1930,42544.0,40457.0,2087.0,95.09
1931,7445.0,6311.0,1134.0,84.77
1932,2841.0,2744.0,97.0,96.59
1933,6014.0,5887.0,127.0,97.89
1934,15563.0,14564.0,999.0,93.58
1935,23707.0,18703.0,5004.0,78.89
1936,42057.0,39494.0,2563.0,93.91
1937,6371.0,5536.0,835.0,86.89
1938,5049.0,4199.0,850.0,83.16
1939,35348.0,32041.0,3307.0,90.64
1940,7848.0,7150.0,698.0,91.11
1941,22564.0,15750.0,6814.0,69.8
1942,12559.0,9190.0,3369.0,73.17
1943,5199.0,4835.0,364.0,93.0
1944,3176.0,2544.0,632.0,80.1
1945,3926.0,3555.0,371.0,90.55
1946,1480.0,1325.0,155.0,89.53
1947,1858.0,1609.0,249.0,86.6
1948,1443.0,1256.0,187.0,87.04
1949,961.0,954.0,7.0,99.27
1950,1394.0,1306.0,88.0,93.69
1951,1512.0,1443.0,69.0,95.44
1952,4136.0,3616.0,520.0,87.43
1953,1324.0,1267.0,57.0,95.69
1954,1306.0,1306.0,0.0,100.0
1955,13909.0,12024.0,1885.0,86.45
1956,267.0,267.0,0.0,100.0
1957,563.0,561.0,2.0,99.64
1958,1568.0,1305.0,263.0,83.23
1959,612.0,527.0,85.0,86.11
1960,90.0,90.0,0.0,100.0
1961,7141.0,7141.0,0.0,100.0
1962,898.0,898.0,0.0,100.0
1963,2531.0,2531.0,0.0,100.0
1964,6453.0,6420.0,33.0,99.49
1965,326.0,321.0,5.0,98.47
1966,1553.0,1552.0,1.0,99.94
1967,1558.0,1346.0,212.0,86.39
1968,2602.0,2071.0,531.0,79.59
1969,697.0,686.0,11.0,98.42
1970,777.0,767.0,10.0,98.71
1971,1299.0,1183.0,116.0,91.07
1972,22905.0,21813.0,1092.0,95.23
1973,1021.0,985.0,36.0,96.47
1974,3074.0,2829.0,245.0,92.03
1975,954.0,843.0,111.0,88.36
1976,43707.0,39939.0,3768.0,91.38
1977,13811.0,12086.0,1725.0,87.51
1978,1268.0,797.0,471.0,62.85
1979,4366.0,3587.0,779.0,82.16
1980,2363.0,2363.0,0.0,100.0
1981,30349.0,26537.0,3812.0,87.44
1982,12960.0,11694.0,1266.0,90.23
1983,16267.0,14627.0,1640.0,89.92
1984,6815.0,5642.0,1173.0,82.79
1985,663.0,663.0,0.0,100.0
1986,9984.0,9363.0,621.0,93.78
1987,1332.0,1004.0,328.0,75.38
1988,7945.0,6621.0,1324.0,83.34
1989,120078.0,103343.0,16735.0,86.06
1990,408.0,378.0,30.0,92.65
1991,1537.0,1222.0,315.0,79.51
1992,29723.0,21168.0,8555.0,71.22
1993,21453.0,15712.0,5741.0,73.24
1994,12096.0,11064.0,1032.0,91.47
1995,14704.0,11487.0,3217.0,78.12
1996,12629.0,10556.0,2073.0,83.59
1997,1028.0,1023.0,5.0,99.51
1998,729.0,726.0,3.0,99.59
1999,13375.0,12137.0,1238.0,90.74
2000,807.0,751.0,56.0,93.06
2001,5192.0,4713.0,479.0,90.77
2002,4074.0,3366.0,708.0,82.62
2003,2791.0,2439.0,352.0,87.39
2004,1781.0,1388.0,393.0,77.93
2005,380.0,358.0,22.0,94.21
2006,23436.0,18328.0,5108.0,78.2
2007,1070.0,948.0,122.0,88.6
2008,549.0,549.0,0.0,100.0
2009,4991.0,4789.0,202.0,95.95
2010,13275.0,10542.0,2733.0,79.41
2011,8068.0,7462.0,606.0,92.49
2012,1439.0,1439.0,0.0,100.0
2013,2211.0,2207.0,4.0,99.82
2014,1033.0,1033.0,0.0,100.0
2015,16228.0,15570.0,658.0,95.95
2016,33504.0,28824.0,4680.0,86.03
2017,2635.0,2093.0,542.0,79.43
2018,12959.0,10699.0,2260.0,82.56
2019,6603.0,6489.0,114.0,98.27
2020,10791.0,9266.0,1525.0,85.87
2021,18870.0,15080.0,3790.0,79.92
2022,32831.0,25385.0,7446.0,77.32
2023,4199.0,3735.0,464.0,88.95
2024,19627.0,18010.0,1617.0,91.76
2025,74616.0,51666.0,22950.0,69.24
2026,4080.0,3892.0,188.0,95.39
2027,27995.0,23212.0,4783.0,82.91
2028,14307.0,12786.0,1521.0,89.37
2029,25165.0,21766.0,3399.0,86.49
2030,2723.0,2713.0,10.0,99.63
2031,23733.0,16028.0,7705.0,67.53
2032,43807.0,31181.0,12626.0,71.18
2033,9217.0,7997.0,1220.0,86.76
2034,11814.0,10581.0,1233.0,89.56
2035,13655.0,11292.0,2363.0,82.69
2036,14971.0,14098.0,873.0,94.17
2037,23720.0,20220.0,3500.0,85.24
2038,5165.0,4232.0,933.0,81.94
2039,7809.0,7799.0,10.0,99.87
2040,78160.0,56433.0,21727.0,72.2
2041,38425.0,30063.0,8362.0,78.24
2042,26669.0,22551.0,4118.0,84.56
2043,8890.0,8237.0,653.0,92.65
2044,44105.0,36089.0,8016.0,81.83
2045,22047.0,18378.0,3669.0,83.36
2046,25985.0,25196.0,789.0,96.96
2047,62044.0,50544.0,11500.0,81.46
2048,12860.0,11660.0,1200.0,90.67
2049,9599.0,9038.0,561.0,94.16
2050,21034.0,17491.0,3543.0,83.16
2051,3394.0,3102.0,292.0,91.4
2052,4751.0,4701.0,50.0,98.95
2053,57393.0,43137.0,14256.0,75.16
2054,18560.0,16292.0,2268.0,87.78
2055,5736.0,5422.0,314.0,94.53
2056,14500.0,14124.0,376.0,97.41
2057,25631.0,22430.0,3201.0,87.51
2058,7459.0,6038.0,1421.0,80.95
2059,10487.0,10486.0,1.0,99.99
2060,20728.0,18884.0,1844.0,91.1
2061,37851.0,34680.0,3171.0,91.62
2062,26422.0,18679.0,7743.0,70.69
2063,10890.0,10150.0,740.0,93.2
2064,19294.0,17404.0,1890.0,90.2
2065,8732.0,7090.0,1642.0,81.2
2066,18610.0,16585.0,2025.0,89.12
2067,17193.0,15165.0,2028.0,88.2
2068,30654.0,23543.0,7111.0,76.8
2069,10128.0,10128.0,0.0,100.0
2070,3704.0,3348.0,356.0,90.39
2071,13593.0,12405.0,1188.0,91.26
2072,29122.0,28726.0,396.0,98.64
2073,41129.0,33744.0,7385.0,82.04
2074,18714.0,18177.0,537.0,97.13
2075,6475.0,6017.0,458.0,92.93
2076,21107.0,20677.0,430.0,97.96
2077,4488.0,4217.0,271.0,93.96
2078,14894.0,13954.0,940.0,93.69
2079,25665.0,24565.0,1100.0,95.71
2080,8617.0,8242.0,375.0,95.65
2081,9927.0,9752.0,175.0,98.24
2082,11067.0,10367.0,700.0,93.67
2083,7265.0,7265.0,0.0,100.0
2084,22060.0,20470.0,1590.0,92.79
2085,25092.0,23565.0,1527.0,93.91
2086,8120.0,7856.0,264.0,96.75
2087,23317.0,20434.0,2883.0,87.64
2088,7820.0,6111.0,1709.0,78.15
2089,67168.0,49093.0,18075.0,73.09
2090,25362.0,20591.0,4771.0,81.19
2091,14098.0,12163.0,1935.0,86.27
2092,23027.0,18153.0,4874.0,78.83
2093,20486.0,16456.0,4030.0,80.33
2094,19496.0,18109.0,1387.0,92.89
2095,12553.0,11370.0,1183.0,90.58
2096,43479.0,38614.0,4865.0,88.81
