region_id,Type_of_Equipment_Used
823,"Ballot Marking Device,Scanner"
824,"Ballot Marking Device,Scanner"
825,"Ballot Marking Device,Scanner"
826,"Ballot Marking Device,Scanner"
827,"Ballot Marking Device,Scanner"
828,"Ballot Marking Device,Scanner"
829,"Ballot Marking Device,Scanner"
830,"Ballot Marking Device,Scanner"
831,"Ballot Marking Device,Scanner"
832,"Ballot Marking Device,Scanner"
833,"Ballot Marking Device,Scanner"
834,"Ballot Marking Device,Scanner"
835,"Ballot Marking Device,Scanner"
836,Ballot Marking Device
837,"DRE with VVPAT,Scanner"
838,"DRE with VVPAT,Scanner"
839,"DRE with VVPAT,Scanner"
840,"DRE with VVPAT,Scanner"
841,"DRE with VVPAT,Scanner"
842,"DRE with VVPAT,Scanner"
843,"Ballot Marking Device,Scanner"
844,"Ballot Marking Device,Scanner"
845,Scanner
846,"Ballot Marking Device,Scanner"
847,"DRE with VVPAT,Scanner"
848,"DRE with VVPAT,Scanner"
849,"Ballot Marking Device,Scanner"
850,"DRE with VVPAT,Scanner"
851,"Ballot Marking Device,Scanner"
852,"DRE with VVPAT,Scanner"
853,"DRE with VVPAT,Scanner"
854,"DRE with VVPAT,Scanner"
855,"DRE with VVPAT,Scanner"
856,"Ballot Marking Device,Scanner"
857,"DRE with VVPAT,Scanner"
858,"Ballot Marking Device,Scanner"
859,"Ballot Marking Device,Scanner"
860,"DRE with VVPAT,Scanner"
861,"DRE with VVPAT,Scanner"
862,"Ballot Marking Device,Scanner"
863,"DRE with VVPAT,Scanner"
864,"DRE with VVPAT,Scanner"
865,"DRE with VVPAT,Scanner"
866,"Ballot Marking Device,Scanner"
867,"Ballot Marking Device,Scanner"
868,"DRE with VVPAT,Scanner"
869,"Ballot Marking Device,Scanner"
870,"Ballot Marking Device,Scanner"
871,"DRE with VVPAT,Scanner"
872,"Ballot Marking Device,Scanner"
873,"DRE with VVPAT,Scanner"
874,"DRE with VVPAT,Scanner"
875,"DRE with VVPAT,Scanner"
876,"Ballot Marking Device,Scanner"
877,"DRE with VVPAT,Scanner"
878,"DRE with VVPAT,Scanner"
879,"DRE with VVPAT,Scanner"
880,"DRE with VVPAT,Scanner"
881,"DRE with VVPAT,Scanner"
882,"DRE with VVPAT,Scanner"
883,"DRE with VVPAT,Scanner"
884,"Ballot Marking Device,Scanner"
885,"Ballot Marking Device,Scanner"
886,"DRE with VVPAT,Scanner"
887,"Ballot Marking Device,Scanner"
888,"DRE with VVPAT,Scanner"
889,"Ballot Marking Device,Scanner"
890,"Ballot Marking Device,Scanner"
891,"DRE with VVPAT,Scanner"
892,"Ballot Marking Device,Scanner"
893,"DRE with VVPAT,Scanner"
894,"Ballot Marking Device,DRE with VVPAT,Scanner"
895,"DRE with VVPAT,Scanner"
896,"DRE with VVPAT,Scanner"
897,"DRE with VVPAT,Scanner"
898,"DRE with VVPAT,Scanner"
899,"DRE with VVPAT,Scanner"
900,"Ballot Marking Device,Scanner"
901,"Ballot Marking Device,Scanner"
902,"DRE with VVPAT,Scanner"
903,"DRE with VVPAT,Scanner"
904,"DRE with VVPAT,Scanner"
905,"Ballot Marking Device,Scanner"
906,"DRE with VVPAT,Scanner"
907,"Ballot Marking Device,Scanner"
908,"DRE with VVPAT,Scanner"
909,"DRE with VVPAT,Scanner"
910,"DRE with VVPAT,Scanner"
911,"DRE with VVPAT,Scanner"
912,"DRE with VVPAT,Scanner"
913,"DRE with VVPAT,Scanner"
914,Scanner
915,"DRE with VVPAT,Scanner"
916,"DRE with VVPAT,Scanner"
917,"Ballot Marking Device,Scanner"
918,"Ballot Marking Device,Scanner"
919,"DRE with VVPAT,Scanner"
920,"Ballot Marking Device,Scanner"
921,"DRE with VVPAT,Scanner"
922,Scanner
923,"DRE with VVPAT,Scanner"
924,"Ballot Marking Device,Scanner"
925,"Ballot Marking Device,Scanner"
926,"DRE with VVPAT,Scanner"
927,"DRE with VVPAT,Scanner"
928,"DRE with VVPAT,Scanner"
1133,"Ballot Marking Device,Scanner"
1134,"Ballot Marking Device,Scanner"
1135,"Ballot Marking Device,Scanner"
1136,"Ballot Marking Device,Scanner"
1137,"Ballot Marking Device,Scanner"
1138,"Ballot Marking Device,Scanner"
1139,"Ballot Marking Device,Scanner"
1140,"Ballot Marking Device,Scanner"
1141,"Ballot Marking Device,Scanner"
1142,"Ballot Marking Device,Scanner"
1143,"Ballot Marking Device,Scanner"
1144,"Ballot Marking Device,Scanner"
1145,"Ballot Marking Device,Scanner"
1146,"Ballot Marking Device,Scanner"
1147,"Ballot Marking Device,Scanner"
1148,"Ballot Marking Device,Scanner"
1149,"Ballot Marking Device,Scanner"
1150,"Ballot Marking Device,Scanner"
1151,"Ballot Marking Device,Scanner"
1152,"Ballot Marking Device,Scanner"
1153,"Ballot Marking Device,Scanner"
1154,"Ballot Marking Device,Scanner"
1155,"Ballot Marking Device,Scanner"
1156,"Ballot Marking Device,Scanner"
1157,"Ballot Marking Device,Scanner"
1158,"Ballot Marking Device,Scanner"
1159,"Ballot Marking Device,Scanner"
1160,"Ballot Marking Device,Scanner"
1161,"Ballot Marking Device,Scanner"
1162,"Ballot Marking Device,Scanner"
1163,"Ballot Marking Device,Scanner"
1164,"Ballot Marking Device,Scanner"
1165,"Ballot Marking Device,Scanner"
1166,"Ballot Marking Device,Scanner"
1167,"Ballot Marking Device,Scanner"
1168,"Ballot Marking Device,Scanner"
1169,"Ballot Marking Device,Scanner"
1170,"Ballot Marking Device,Scanner"
1171,"Ballot Marking Device,Scanner"
1172,"Ballot Marking Device,Scanner"
1173,"Ballot Marking Device,Scanner"
1174,"Ballot Marking Device,Scanner"
1175,"Ballot Marking Device,Scanner"
1176,"Ballot Marking Device,Scanner"
1177,"Ballot Marking Device,Scanner"
1178,"Ballot Marking Device,Scanner"
1179,"Ballot Marking Device,Scanner"
1180,"Ballot Marking Device,Scanner"
1181,"Ballot Marking Device,Scanner"
1182,"Ballot Marking Device,Scanner"
1183,"Ballot Marking Device,Scanner"
1184,"Ballot Marking Device,Scanner"
1185,"Ballot Marking Device,Scanner"
1186,"Ballot Marking Device,Scanner"
1187,"Ballot Marking Device,Scanner"
1188,"Ballot Marking Device,Scanner"
1189,"Ballot Marking Device,Scanner"
1190,"Ballot Marking Device,Scanner"
1191,"Ballot Marking Device,Scanner"
1192,"Ballot Marking Device,Scanner"
1193,"Ballot Marking Device,Scanner"
1194,"Ballot Marking Device,Scanner"
1195,"Ballot Marking Device,Scanner"
1196,"Ballot Marking Device,Scanner"
1197,"Ballot Marking Device,Scanner"
1198,"Ballot Marking Device,Scanner"
1199,"Ballot Marking Device,Scanner"
1200,"Ballot Marking Device,Scanner"
1201,"Ballot Marking Device,Scanner"
1202,"Ballot Marking Device,Scanner"
1203,"Ballot Marking Device,Scanner"
1204,"Ballot Marking Device,Scanner"
1205,"Ballot Marking Device,Scanner"
1206,"Ballot Marking Device,Scanner"
1207,"Ballot Marking Device,Scanner"
1208,"Ballot Marking Device,Scanner"
1209,"Ballot Marking Device,Scanner"
1210,"Ballot Marking Device,Scanner"
1211,"Ballot Marking Device,Scanner"
1212,"Ballot Marking Device,Scanner"
1213,"Ballot Marking Device,Scanner"
1214,"Ballot Marking Device,Scanner"
1215,"Ballot Marking Device,Scanner"
1216,"Ballot Marking Device,Scanner"
1217,"Ballot Marking Device,Scanner"
1218,"Ballot Marking Device,Scanner"
1219,"Ballot Marking Device,Scanner"
1220,"Ballot Marking Device,Scanner"
1221,"Ballot Marking Device,Scanner"
1222,"Ballot Marking Device,Scanner"
1223,"Ballot Marking Device,Scanner"
1224,"Ballot Marking Device,Scanner"
1225,"Ballot Marking Device,Scanner"
1226,"Ballot Marking Device,Scanner"
1227,"Ballot Marking Device,Scanner"
1228,"Ballot Marking Device,Scanner"
1229,"Ballot Marking Device,Scanner"
1230,"Ballot Marking Device,Scanner"
1231,"Ballot Marking Device,Scanner"
1232,"Ballot Marking Device,Scanner"
1233,"Ballot Marking Device,Scanner"
1234,"Ballot Marking Device,Scanner"
1235,"Ballot Marking Device,Scanner"
1236,"Ballot Marking Device,Scanner"
1237,"Ballot Marking Device,Scanner"
1238,"Ballot Marking Device,Scanner"
1239,"Ballot Marking Device,Scanner"
1240,"Ballot Marking Device,Scanner"
1241,"Ballot Marking Device,Scanner"
1242,"Ballot Marking Device,Scanner"
1243,"Ballot Marking Device,Scanner"
1244,"Ballot Marking Device,Scanner"
1245,"Ballot Marking Device,Scanner"
1246,"Ballot Marking Device,Scanner"
1247,"Ballot Marking Device,Scanner"
1248,"Ballot Marking Device,Scanner"
1249,"Ballot Marking Device,Scanner"
1250,"Ballot Marking Device,Scanner"
1251,"Ballot Marking Device,Scanner"
1252,"Ballot Marking Device,Scanner"
1253,"DRE no VVPAT,Scanner"
1254,"DRE no VVPAT,Scanner"
1255,"DRE no VVPAT,Scanner"
1256,"DRE no VVPAT,Scanner"
1257,"DRE no VVPAT,Scanner"
1258,"DRE no VVPAT,Scanner"
1259,"DRE no VVPAT,Scanner"
1260,"DRE no VVPAT,Scanner"
1261,"DRE no VVPAT,Scanner"
1262,"DRE no VVPAT,Scanner"
1263,"DRE no VVPAT,Scanner"
1264,"DRE no VVPAT,Scanner"
1265,"DRE no VVPAT,Scanner"
1266,"DRE no VVPAT,Scanner"
1267,"DRE no VVPAT,Scanner"
1268,"DRE no VVPAT,Scanner"
1269,"DRE no VVPAT,Scanner"
1270,"DRE no VVPAT,Scanner"
1271,"DRE no VVPAT,Scanner"
1272,"DRE no VVPAT,Scanner"
1273,"DRE no VVPAT,Scanner"
1274,"DRE no VVPAT,Scanner"
1275,"DRE no VVPAT,Scanner"
1276,"DRE no VVPAT,Scanner"
1277,"DRE no VVPAT,Scanner"
1278,"DRE no VVPAT,Scanner"
1279,"DRE no VVPAT,Scanner"
1280,"DRE no VVPAT,Scanner"
1281,"DRE no VVPAT,Scanner"
1282,"DRE no VVPAT,Scanner"
1283,"DRE no VVPAT,Scanner"
1284,"DRE no VVPAT,Scanner"
1285,"DRE no VVPAT,Scanner"
1286,"DRE no VVPAT,Scanner"
1287,"DRE no VVPAT,Scanner"
1288,"DRE no VVPAT,Scanner"
1289,"DRE no VVPAT,Scanner"
1290,"DRE no VVPAT,Scanner"
1291,"DRE no VVPAT,Scanner"
1292,"DRE no VVPAT,Scanner"
1293,"DRE no VVPAT,Scanner"
1294,"DRE no VVPAT,Scanner"
1295,"DRE no VVPAT,Scanner"
1296,"DRE no VVPAT,Scanner"
1297,"DRE no VVPAT,Scanner"
1298,"DRE no VVPAT,Scanner"
1299,"DRE no VVPAT,Scanner"
1300,"DRE no VVPAT,Scanner"
1301,"DRE no VVPAT,Scanner"
1302,"DRE no VVPAT,Scanner"
1303,"DRE no VVPAT,Scanner"
1304,"DRE no VVPAT,Scanner"
1305,"DRE no VVPAT,Scanner"
1306,"DRE no VVPAT,Scanner"
1307,"DRE no VVPAT,Scanner"
1308,"DRE no VVPAT,Scanner"
1309,"DRE no VVPAT,Scanner"
1310,"DRE no VVPAT,Scanner"
1311,"DRE no VVPAT,Scanner"
1312,"DRE no VVPAT,Scanner"
1313,"DRE no VVPAT,Scanner"
1314,"DRE no VVPAT,Scanner"
1315,"DRE no VVPAT,Scanner"
1316,"DRE no VVPAT,Scanner"
1318,"Ballot Marking Device,Scanner"
1319,"Ballot Marking Device,Scanner"
1320,"Ballot Marking Device,Scanner"
1321,"Ballot Marking Device,Scanner"
1322,"Ballot Marking Device,Scanner"
1323,"Ballot Marking Device,Scanner"
1324,"Ballot Marking Device,Scanner"
1325,"Ballot Marking Device,Scanner"
1326,"Ballot Marking Device,Scanner"
1327,"Ballot Marking Device,Scanner"
1328,"Ballot Marking Device,Scanner"
1329,"Ballot Marking Device,Scanner"
1330,"Ballot Marking Device,Scanner"
1331,"Ballot Marking Device,Scanner"
1332,Ballot Marking Device
1333,Ballot Marking Device
1334,"Ballot Marking Device,Scanner"
1335,Ballot Marking Device
1336,Ballot Marking Device
1337,"Ballot Marking Device,Scanner"
1338,Ballot Marking Device
1339,Ballot Marking Device
1340,Ballot Marking Device
1341,"Ballot Marking Device,Scanner"
1342,"Ballot Marking Device,Scanner"
1343,Ballot Marking Device
1344,Ballot Marking Device
1345,"Ballot Marking Device,Scanner"
1346,"Ballot Marking Device,Scanner"
1347,"Ballot Marking Device,Scanner"
1348,"Ballot Marking Device,Scanner"
1349,"Ballot Marking Device,Scanner"
1350,Ballot Marking Device
1351,Ballot Marking Device
1352,Ballot Marking Device
1353,Ballot Marking Device
1354,Ballot Marking Device
1355,Ballot Marking Device
1356,Ballot Marking Device
1357,"Ballot Marking Device,Scanner"
1358,"Ballot Marking Device,Scanner"
1359,"Ballot Marking Device,Scanner"
1360,"Ballot Marking Device,Scanner"
1361,"Ballot Marking Device,Scanner"
1362,"Ballot Marking Device,Scanner"
1363,Ballot Marking Device
1364,Ballot Marking Device
1365,"Ballot Marking Device,Scanner"
1366,"Ballot Marking Device,Scanner"
1367,"Ballot Marking Device,Scanner"
1368,Ballot Marking Device
1369,Ballot Marking Device
1370,Ballot Marking Device
1371,Ballot Marking Device
1372,Ballot Marking Device
1373,Ballot Marking Device
1374,Ballot Marking Device
1375,Ballot Marking Device
1376,Ballot Marking Device
1377,Ballot Marking Device
1378,Ballot Marking Device
1379,Ballot Marking Device
1380,Ballot Marking Device
1381,"Ballot Marking Device,Scanner"
1382,Ballot Marking Device
1383,"Ballot Marking Device,Scanner"
1384,Ballot Marking Device
1385,Ballot Marking Device
1386,"Ballot Marking Device,Scanner"
1387,Ballot Marking Device
1388,Ballot Marking Device
1389,Ballot Marking Device
1390,"Ballot Marking Device,Scanner"
1391,Ballot Marking Device
1392,Ballot Marking Device
1393,"Ballot Marking Device,Scanner"
1394,Ballot Marking Device
1395,Ballot Marking Device
1396,Ballot Marking Device
1397,Ballot Marking Device
1398,"Ballot Marking Device,Scanner"
1399,"Ballot Marking Device,Scanner"
1400,"Ballot Marking Device,Scanner"
1401,"Ballot Marking Device,Scanner"
1402,"Ballot Marking Device,Scanner"
1403,"Ballot Marking Device,Scanner"
1404,"Ballot Marking Device,Scanner"
1405,"Ballot Marking Device,Scanner"
1406,"Ballot Marking Device,Scanner"
1407,Ballot Marking Device
1408,"Ballot Marking Device,Scanner"
1409,"Ballot Marking Device,Scanner"
1410,"Ballot Marking Device,Scanner"
1411,"Ballot Marking Device,Scanner"
1412,Ballot Marking Device
1413,"Ballot Marking Device,Scanner"
1414,"Ballot Marking Device,Scanner"
1415,"Ballot Marking Device,Scanner"
1416,"Ballot Marking Device,Scanner"
1417,"Ballot Marking Device,Scanner"
1418,"Ballot Marking Device,Scanner"
1419,"Ballot Marking Device,Scanner"
1420,"Ballot Marking Device,Scanner"
1421,"Ballot Marking Device,Scanner"
1422,"Ballot Marking Device,Scanner"
1423,"Ballot Marking Device,Scanner"
1424,"Ballot Marking Device,Scanner"
1425,"Ballot Marking Device,Scanner"
1426,Ballot Marking Device
1427,"Ballot Marking Device,Scanner"
1428,"Ballot Marking Device,Scanner"
1429,"Ballot Marking Device,Scanner"
1430,Ballot Marking Device
1431,Ballot Marking Device
1432,"Ballot Marking Device,Scanner"
1433,"Ballot Marking Device,Scanner"
1434,"Ballot Marking Device,Scanner"
1435,"Ballot Marking Device,Scanner"
1436,"Ballot Marking Device,Scanner"
1437,"Ballot Marking Device,Scanner"
1438,Ballot Marking Device
1439,"Ballot Marking Device,Scanner"
1440,"Ballot Marking Device,Scanner"
1441,Ballot Marking Device
1442,Ballot Marking Device
1443,"Ballot Marking Device,Scanner"
1444,Ballot Marking Device
1445,Ballot Marking Device
1446,"Ballot Marking Device,Scanner"
1447,Ballot Marking Device
1448,Ballot Marking Device
1449,"Ballot Marking Device,Scanner"
1450,"Ballot Marking Device,Scanner"
1451,"Ballot Marking Device,Scanner"
1452,"Ballot Marking Device,Scanner"
1453,"Ballot Marking Device,Scanner"
1454,"Ballot Marking Device,Scanner"
1455,Ballot Marking Device
1456,"Ballot Marking Device,Scanner"
1457,"Ballot Marking Device,Scanner"
1458,"Ballot Marking Device,Scanner"
1459,"Ballot Marking Device,Scanner"
1460,"Ballot Marking Device,Scanner"
1461,Ballot Marking Device
1462,"Ballot Marking Device,Scanner"
1463,Ballot Marking Device
1464,"Ballot Marking Device,Scanner"
1465,"Ballot Marking Device,Scanner"
1466,Ballot Marking Device
1467,"Ballot Marking Device,Scanner"
1468,"Ballot Marking Device,Scanner"
1469,Ballot Marking Device
1470,"Ballot Marking Device,Scanner"
1471,"Ballot Marking Device,Scanner"
1472,"Ballot Marking Device,Scanner"
1473,Ballot Marking Device
1474,"Ballot Marking Device,Scanner"
1475,"Ballot Marking Device,Scanner"
1476,"Ballot Marking Device,Scanner"
1477,"Ballot Marking Device,Scanner"
1478,Ballot Marking Device
1479,"Ballot Marking Device,Scanner"
1480,"Ballot Marking Device,Scanner"
1481,Ballot Marking Device
1482,Ballot Marking Device
1483,Ballot Marking Device
1484,"Ballot Marking Device,Scanner"
1485,"Ballot Marking Device,Scanner"
1486,"Ballot Marking Device,Scanner"
1487,"Ballot Marking Device,Scanner"
1488,"Ballot Marking Device,Scanner"
1489,"Ballot Marking Device,Scanner"
1490,"Ballot Marking Device,Scanner"
1491,"Ballot Marking Device,Scanner"
1492,"Ballot Marking Device,Scanner"
1493,"Ballot Marking Device,Scanner"
1494,"Ballot Marking Device,Scanner"
1495,"Ballot Marking Device,Scanner"
1496,"Ballot Marking Device,Scanner"
1497,"Ballot Marking Device,Scanner"
1498,"Ballot Marking Device,Scanner"
1499,"Ballot Marking Device,Scanner"
1500,"Ballot Marking Device,Scanner"
1501,"Ballot Marking Device,Scanner"
1502,"Ballot Marking Device,Scanner"
1503,"Ballot Marking Device,Scanner"
1504,"Ballot Marking Device,Scanner"
1505,"Ballot Marking Device,Scanner"
1506,"Ballot Marking Device,Scanner"
1507,"Ballot Marking Device,Scanner"
1508,"Ballot Marking Device,Scanner"
1509,"Ballot Marking Device,Scanner"
1510,"Ballot Marking Device,Scanner"
1511,"Ballot Marking Device,Scanner"
1512,"Ballot Marking Device,Scanner"
1513,"Ballot Marking Device,Scanner"
1514,"Ballot Marking Device,Scanner"
1515,"Ballot Marking Device,Scanner"
1516,"Ballot Marking Device,Scanner"
1517,"Ballot Marking Device,Scanner"
1518,Ballot Marking Device
1519,Ballot Marking Device
1520,Ballot Marking Device
1521,"Ballot Marking Device,Scanner"
1522,"Ballot Marking Device,Scanner"
1523,"Ballot Marking Device,Scanner"
1524,"Ballot Marking Device,Scanner"
1525,"Ballot Marking Device,Scanner"
1526,"Ballot Marking Device,Scanner"
1527,"Ballot Marking Device,Scanner"
1528,"Ballot Marking Device,Scanner"
1529,"Ballot Marking Device,Scanner"
1530,"Ballot Marking Device,Scanner"
1531,Ballot Marking Device
1532,"Ballot Marking Device,Scanner"
1533,"Ballot Marking Device,Scanner"
1534,"Ballot Marking Device,Scanner"
1535,"Ballot Marking Device,Scanner"
1536,"Ballot Marking Device,Scanner"
1537,"Ballot Marking Device,Scanner"
1538,"Ballot Marking Device,Scanner"
1539,"Ballot Marking Device,Scanner"
1540,Ballot Marking Device
1541,"Ballot Marking Device,Scanner"
1542,"Ballot Marking Device,Scanner"
1543,Ballot Marking Device
1544,"Ballot Marking Device,Scanner"
1545,"Ballot Marking Device,Scanner"
1546,"Ballot Marking Device,Scanner"
1547,"Ballot Marking Device,Scanner"
1548,"Ballot Marking Device,Scanner"
1549,"Ballot Marking Device,Scanner"
1550,Ballot Marking Device
1551,"Ballot Marking Device,Scanner"
1552,"Ballot Marking Device,Scanner"
1553,"Ballot Marking Device,Scanner"
1554,Ballot Marking Device
1555,"Ballot Marking Device,Scanner"
1556,"Ballot Marking Device,Scanner"
1557,"Ballot Marking Device,Scanner"
1558,"Ballot Marking Device,Scanner"
1559,"Ballot Marking Device,Scanner"
1560,"Ballot Marking Device,Scanner"
1561,Ballot Marking Device
1562,"Ballot Marking Device,Scanner"
1563,"Ballot Marking Device,Scanner"
1564,"Ballot Marking Device,Scanner"
1565,Ballot Marking Device
1566,"Ballot Marking Device,Scanner"
1567,Ballot Marking Device
1568,"Ballot Marking Device,Scanner"
1569,"Ballot Marking Device,Scanner"
1570,"Ballot Marking Device,Scanner"
1571,"Ballot Marking Device,Scanner"
1572,"Ballot Marking Device,Scanner"
1573,"Ballot Marking Device,Scanner"
1574,"Ballot Marking Device,Scanner"
1575,"Ballot Marking Device,Scanner"
1576,Ballot Marking Device
1577,"Ballot Marking Device,Scanner"
1578,Ballot Marking Device
1579,Ballot Marking Device
1580,"Ballot Marking Device,Scanner"
1581,Ballot Marking Device
1582,Ballot Marking Device
1583,"Ballot Marking Device,Scanner"
1584,"Ballot Marking Device,Scanner"
1585,"Ballot Marking Device,Scanner"
1586,"Ballot Marking Device,Scanner"
1587,"Ballot Marking Device,Scanner"
1588,"Ballot Marking Device,Scanner"
1589,"Ballot Marking Device,Scanner"
1590,"Ballot Marking Device,Scanner"
1591,Ballot Marking Device
1592,"Ballot Marking Device,Scanner"
1593,Ballot Marking Device
1594,"Ballot Marking Device,Scanner"
1595,Ballot Marking Device
1596,"Ballot Marking Device,Scanner"
1597,"Ballot Marking Device,Scanner"
1598,"Ballot Marking Device,Scanner"
1599,"Ballot Marking Device,Scanner"
1600,"Ballot Marking Device,Scanner"
1601,Ballot Marking Device
1602,"Ballot Marking Device,Scanner"
1603,"Ballot Marking Device,Scanner"
1604,Ballot Marking Device
1605,"Ballot Marking Device,Scanner"
1606,"Ballot Marking Device,Scanner"
1607,"Ballot Marking Device,Scanner"
1608,"Ballot Marking Device,Scanner"
1609,"Ballot Marking Device,Scanner"
1610,"Ballot Marking Device,Scanner"
1611,"Ballot Marking Device,Scanner"
1612,"Ballot Marking Device,Scanner"
1613,"Ballot Marking Device,Scanner"
1614,"Ballot Marking Device,Scanner"
1615,"Ballot Marking Device,Scanner"
1616,"Ballot Marking Device,Scanner"
1617,Ballot Marking Device
1618,"Ballot Marking Device,Scanner"
1619,Ballot Marking Device
1620,"Ballot Marking Device,Scanner"
1621,"Ballot Marking Device,Scanner"
1622,"Ballot Marking Device,Scanner"
1623,Ballot Marking Device
1624,"Ballot Marking Device,Scanner"
1625,Ballot Marking Device
1626,"Ballot Marking Device,Scanner"
1627,"Ballot Marking Device,Scanner"
1628,"Ballot Marking Device,Scanner"
1629,Ballot Marking Device
1630,"Ballot Marking Device,Scanner"
1631,"Ballot Marking Device,Scanner"
1632,"Ballot Marking Device,Scanner"
1633,"Ballot Marking Device,Scanner"
1634,"Ballot Marking Device,Scanner"
1635,Ballot Marking Device
1636,"Ballot Marking Device,Scanner"
1637,Ballot Marking Device
1638,"Ballot Marking Device,Scanner"
1639,Ballot Marking Device
1640,Ballot Marking Device
1641,Ballot Marking Device
1642,Ballot Marking Device
1643,"Ballot Marking Device,Scanner"
1644,"Ballot Marking Device,Scanner"
1645,Ballot Marking Device
1646,Ballot Marking Device
1647,Ballot Marking Device
1648,"Ballot Marking Device,Scanner"
1649,Ballot Marking Device
1650,Ballot Marking Device
1651,"Ballot Marking Device,Scanner"
1652,"Ballot Marking Device,Scanner"
1653,"Ballot Marking Device,Scanner"
1654,"Ballot Marking Device,Scanner"
1655,"Ballot Marking Device,Scanner"
1656,Ballot Marking Device
1657,Ballot Marking Device
1658,"Ballot Marking Device,Scanner"
1659,Ballot Marking Device
1660,Ballot Marking Device
1661,"Ballot Marking Device,Scanner"
1662,"Ballot Marking Device,Scanner"
1663,Ballot Marking Device
1664,Ballot Marking Device
1665,Ballot Marking Device
1666,"Ballot Marking Device,Scanner"
1667,"Ballot Marking Device,Scanner"
1668,"Ballot Marking Device,Scanner"
1669,"Ballot Marking Device,Scanner"
1670,"Ballot Marking Device,Scanner"
1671,"Ballot Marking Device,Scanner"
1672,"Ballot Marking Device,Scanner"
1673,"Ballot Marking Device,Scanner"
1674,"Ballot Marking Device,Scanner"
1675,"Ballot Marking Device,Scanner"
1676,"Ballot Marking Device,Scanner"
1677,"Ballot Marking Device,Scanner"
1678,"Ballot Marking Device,Scanner"
1679,Ballot Marking Device
1680,Ballot Marking Device
1681,"Ballot Marking Device,Scanner"
1682,Ballot Marking Device
1683,"Ballot Marking Device,Scanner"
1684,Ballot Marking Device
1685,"Ballot Marking Device,Scanner"
1686,"Ballot Marking Device,Scanner"
1687,"Ballot Marking Device,Scanner"
1688,"Ballot Marking Device,Scanner"
1689,"Ballot Marking Device,Scanner"
1690,Ballot Marking Device
1691,"Ballot Marking Device,Scanner"
1692,"Ballot Marking Device,Scanner"
1693,Ballot Marking Device
1694,Ballot Marking Device
1695,"Ballot Marking Device,Scanner"
1696,Ballot Marking Device
1697,"Ballot Marking Device,Scanner"
1698,"Ballot Marking Device,Scanner"
1699,"Ballot Marking Device,Scanner"
1700,Ballot Marking Device
1701,Ballot Marking Device
1702,"Ballot Marking Device,Scanner"
1703,"Ballot Marking Device,Scanner"
1704,"Ballot Marking Device,Scanner"
1705,"Ballot Marking Device,Scanner"
1706,Ballot Marking Device
1707,Ballot Marking Device
1708,Ballot Marking Device
1709,"Ballot Marking Device,Scanner"
1710,"Ballot Marking Device,Scanner"
1711,"Ballot Marking Device,Scanner"
1712,"Ballot Marking Device,Scanner"
1713,"Ballot Marking Device,Scanner"
1714,Ballot Marking Device
1715,"Ballot Marking Device,Scanner"
1716,Ballot Marking Device
1717,"Ballot Marking Device,Scanner"
1718,"Ballot Marking Device,Scanner"
1719,"Ballot Marking Device,Scanner"
1720,"Ballot Marking Device,Scanner"
1721,Ballot Marking Device
1722,"Ballot Marking Device,Scanner"
1723,"Ballot Marking Device,Scanner"
1724,"Ballot Marking Device,Scanner"
1725,Ballot Marking Device
1726,"Ballot Marking Device,Scanner"
1727,"Ballot Marking Device,Scanner"
1728,"Ballot Marking Device,Scanner"
1729,"Ballot Marking Device,Scanner"
1730,"Ballot Marking Device,Scanner"
1731,"Ballot Marking Device,Scanner"
1732,"Ballot Marking Device,Scanner"
1733,"Ballot Marking Device,Scanner"
1734,"Ballot Marking Device,Scanner"
1735,Ballot Marking Device
1736,"Ballot Marking Device,Scanner"
1737,Ballot Marking Device
1738,"Ballot Marking Device,Scanner"
1739,Ballot Marking Device
1740,Ballot Marking Device
1741,Ballot Marking Device
1742,"Ballot Marking Device,Scanner"
1743,Ballot Marking Device
1744,"Ballot Marking Device,Scanner"
1745,Ballot Marking Device
1746,Ballot Marking Device
1747,Ballot Marking Device
1748,Ballot Marking Device
1749,Ballot Marking Device
1750,Ballot Marking Device
1751,Ballot Marking Device
1752,Ballot Marking Device
1753,"Ballot Marking Device,Scanner"
1754,"Ballot Marking Device,Scanner"
1755,Ballot Marking Device
1756,"Ballot Marking Device,Scanner"
1757,Ballot Marking Device
1758,"Ballot Marking Device,Scanner"
1759,"Ballot Marking Device,Scanner"
1760,"Ballot Marking Device,Scanner"
1761,"Ballot Marking Device,Scanner"
1762,Ballot Marking Device
1763,Ballot Marking Device
1764,"Ballot Marking Device,Scanner"
1765,Ballot Marking Device
1766,Ballot Marking Device
1767,Ballot Marking Device
1768,Ballot Marking Device
1769,Ballot Marking Device
1770,Ballot Marking Device
1771,Ballot Marking Device
1772,"Ballot Marking Device,Scanner"
1773,Ballot Marking Device
1774,Ballot Marking Device
1775,Ballot Marking Device
1776,Ballot Marking Device
1777,Ballot Marking Device
1778,Ballot Marking Device
1779,Ballot Marking Device
1780,"Ballot Marking Device,Scanner"
1781,"Ballot Marking Device,Scanner"
1782,"Ballot Marking Device,Scanner"
1783,"Ballot Marking Device,Scanner"
1784,"Ballot Marking Device,Scanner"
1785,"Ballot Marking Device,Scanner"
1786,"Ballot Marking Device,Scanner"
1787,"Ballot Marking Device,Scanner"
1788,"Ballot Marking Device,Scanner"
