region_id,region_name,equipment_quality_score,mail_rejected,provisional_rejected,uocava_rejected,total_rejected_ballots,absentee_ballots_counted,early_in_person_ballots,election_day_ballots,provisional_ballots_counted,total_ballots,percent_rejected_ballots
831,Williamson County,0.84,71.0,0.0,0.0,71.0,3953.0,48.0,3953.0,4.0,33346.0,0.21
832,Winnebago County,0.83,210.0,59.0,6.0,275.0,11655.0,158.0,11655.0,295.0,70393.0,0.39
833,Woodford County,0.82,3.0,3.0,0.0,6.0,2228.0,54.0,2228.0,0.0,21435.0,0.03
834,East St. Louis City,0.82,39.0,1.0,1.0,41.0,2464.0,8.0,2459.0,8.0,6717.0,0.61
835,Galesburg City,0.00,0.0,7.0,2.0,9.0,2454.0,17.0,2437.0,25.0,11731.0,0.08
836,Rockford City,0.92,215.0,17.0,3.0,235.0,10059.0,137.0,10059.0,116.0,52363.0,0.45
837,Adams County,0.00,6.0,41.0,1.0,48.0,8366.0,42.0,8366.0,11.0,14037.0,0.34
838,Allen County,0.00,295.0,109.0,2.0,406.0,77004.0,437.0,77004.0,128.0,165941.0,0.24
839,Bartholomew County,0.00,49.0,20.0,3.0,72.0,23624.0,113.0,23624.0,25.0,35971.0,0.2
840,Benton County,0.50,1.0,5.0,0.0,6.0,1751.0,3.0,1751.0,2.0,4001.0,0.15
841,Blackford County,0.00,9.0,1.0,0.0,10.0,3131.0,13.0,3131.0,3.0,5200.0,0.19
842,Boone County,0.00,60.0,4.0,0.0,64.0,29431.0,108.0,29431.0,0.0,40986.0,0.16
843,Brown County,0.98,1.0,54.0,0.0,55.0,5167.0,9.0,5167.0,21.0,9205.0,0.6
844,Carroll County,0.89,5.0,7.0,0.0,12.0,5473.0,18.0,5473.0,6.0,9482.0,0.13
845,Cass County,0.00,3.0,5.0,0.0,8.0,9738.0,37.0,9738.0,7.0,14320.0,0.06
846,Clark County,0.47,1.0,11.0,0.0,12.0,22515.0,72.0,22515.0,25.0,59403.0,0.02
847,Clay County,0.00,6.0,5.0,1.0,12.0,5720.0,11.0,5720.0,0.0,12163.0,0.1
848,Clinton County,0.00,8.0,18.0,0.0,26.0,7494.0,17.0,7494.0,1.0,12675.0,0.21
849,Crawford County,0.00,1.0,6.0,0.0,7.0,1573.0,2.0,1573.0,5.0,5064.0,0.14
850,Daviess County,0.00,2.0,0.0,0.0,2.0,7244.0,23.0,7244.0,0.0,11556.0,0.02
851,Dearborn County,0.91,34.0,15.0,2.0,51.0,11974.0,28.0,11974.0,8.0,27017.0,0.19
852,Decatur County,0.00,0.0,1.0,0.0,1.0,5716.0,17.0,5716.0,0.0,12220.0,0.01
853,Dekalb County,0.00,0.0,5.0,0.0,5.0,12179.0,35.0,12179.0,3.0,20071.0,0.02
854,Delaware County,0.00,26.0,0.0,0.0,26.0,17633.0,180.0,17633.0,18.0,46609.0,0.06
855,Dubois County,0.00,11.0,10.0,0.0,21.0,14374.0,24.0,14374.0,0.0,21700.0,0.1
856,Elkhart County,0.90,23.0,120.0,0.0,143.0,33296.0,200.0,33296.0,84.0,71415.0,0.2
857,Fayette County,0.00,5.0,0.0,0.0,5.0,5680.0,7.0,5680.0,0.0,9951.0,0.05
858,Floyd County,1.00,40.0,11.0,0.0,51.0,28173.0,67.0,28173.0,16.0,41948.0,0.12
859,Fountain County,0.00,5.0,17.0,0.0,22.0,3164.0,28.0,3164.0,4.0,8076.0,0.27
860,Franklin County,0.00,0.0,0.0,0.0,0.0,6303.0,7.0,6303.0,0.0,12209.0,0.0
861,Fulton County,0.99,5.0,0.0,0.0,5.0,5498.0,12.0,5498.0,7.0,8968.0,0.06
862,Gibson County,0.00,5.0,39.0,0.0,44.0,6683.0,10.0,6683.0,12.0,15980.0,0.28
863,Grant County,0.00,41.0,20.0,0.0,61.0,11497.0,93.0,11497.0,18.0,25515.0,0.24
864,Greene County,0.00,1.0,37.0,0.0,38.0,7023.0,36.0,7023.0,0.0,14839.0,0.26
865,Hamilton County,0.00,442.0,133.0,0.0,575.0,118265.0,677.0,118265.0,47.0,201131.0,0.29
866,Hancock County,0.82,10.0,73.0,0.0,83.0,32502.0,80.0,32502.0,9.0,44852.0,0.19
867,Harrison County,0.00,16.0,111.0,0.0,127.0,7829.0,21.0,7829.0,36.0,20748.0,0.61
868,Hendricks County,0.00,302.0,113.0,2.0,417.0,50880.0,143.0,50880.0,56.0,85111.0,0.49
869,Henry County,0.91,22.0,0.0,0.0,22.0,8416.0,25.0,8416.0,1.0,20788.0,0.11
870,Howard County,0.83,29.0,45.0,0.0,74.0,25369.0,41.0,25369.0,16.0,38795.0,0.19
871,Huntington County,0.00,2.0,2.0,1.0,5.0,11938.0,58.0,11938.0,0.0,17878.0,0.03
872,Jackson County,0.99,16.0,0.0,0.0,16.0,10917.0,26.0,10917.0,0.0,18729.0,0.09
873,Jasper County,0.00,6.0,2.0,0.0,8.0,8284.0,24.0,8284.0,0.0,16060.0,0.05
874,Jay County,0.00,2.0,5.0,0.0,7.0,4344.0,20.0,4344.0,0.0,8231.0,0.09
875,Jefferson County,0.00,3.0,6.0,0.0,9.0,6318.0,24.0,6318.0,0.0,14554.0,0.06
876,Jennings County,0.80,6.0,2.0,0.0,8.0,3974.0,13.0,3974.0,1.0,11986.0,0.07
877,Johnson County,0.00,115.0,9.0,2.0,126.0,55873.0,163.0,55873.0,70.0,79163.0,0.16
878,Knox County,0.00,8.0,20.0,0.0,28.0,8137.0,16.0,8137.0,4.0,15286.0,0.18
879,Kosciusko County,0.00,33.0,0.0,0.0,33.0,15500.0,91.0,15500.0,0.0,35601.0,0.09
880,Lagrange County,0.00,6.0,7.0,1.0,14.0,3834.0,21.0,3834.0,0.0,10577.0,0.13
881,Lake County,0.00,70.0,307.0,1.0,378.0,101568.0,362.0,101568.0,147.0,213313.0,0.18
882,Laporte County,0.00,68.0,51.0,0.0,119.0,25824.0,98.0,25824.0,8.0,48138.0,0.25
883,Lawrence County,0.00,25.0,30.0,0.0,55.0,13844.0,25.0,13844.0,7.0,21489.0,0.26
884,Madison County,0.89,117.0,111.0,0.0,228.0,35352.0,105.0,35352.0,131.0,56614.0,0.4
885,Marion County,0.89,760.0,1628.0,1.0,2389.0,165436.0,1219.0,165436.0,429.0,360312.0,0.66
886,Marshall County,0.00,15.0,19.0,0.0,34.0,9303.0,78.0,9303.0,4.0,19712.0,0.17
887,Martin County,0.83,3.0,16.0,0.0,19.0,1786.0,3.0,1786.0,2.0,5072.0,0.37
888,Miami County,0.00,2.0,7.0,0.0,9.0,9477.0,15.0,9477.0,0.0,14185.0,0.06
889,Monroe County,0.35,45.0,331.0,2.0,378.0,35917.0,638.0,35917.0,59.0,60210.0,0.63
890,Montgomery County,1.00,1.0,7.0,0.0,8.0,10427.0,19.0,10427.0,11.0,16800.0,0.05
891,Morgan County,0.00,21.0,2.0,0.0,23.0,23443.0,65.0,23443.0,3.0,35686.0,0.06
892,Newton County,0.95,4.0,3.0,0.0,7.0,1587.0,12.0,1587.0,2.0,6683.0,0.1
893,Noble County,0.00,2.0,0.0,0.0,2.0,9844.0,31.0,9844.0,0.0,19297.0,0.01
894,Ohio County,0.95,0.0,6.0,0.0,6.0,1594.0,4.0,1594.0,2.0,3103.0,0.19
895,Orange County,0.00,0.0,9.0,0.0,9.0,2917.0,9.0,2917.0,2.0,8749.0,0.1
896,Owen County,0.00,6.0,34.0,0.0,40.0,5466.0,24.0,5466.0,1.0,10008.0,0.4
897,Parke County,0.00,0.0,5.0,0.0,5.0,2823.0,3.0,2823.0,1.0,6735.0,0.07
898,Perry County,0.00,2.0,9.0,0.0,11.0,5105.0,6.0,5105.0,11.0,8812.0,0.12
899,Pike County,0.00,12.0,46.0,0.0,58.0,3362.0,1.0,3362.0,1.0,6057.0,0.96
900,Porter County,0.86,6.0,52.0,0.0,58.0,50726.0,207.0,50726.0,17.0,86852.0,0.07
901,Posey County,1.00,23.0,0.0,1.0,24.0,6548.0,29.0,6548.0,0.0,13123.0,0.18
902,Pulaski County,0.00,4.0,9.0,0.0,13.0,3208.0,8.0,3208.0,4.0,5801.0,0.22
903,Putnam County,0.00,5.0,5.0,0.0,10.0,8970.0,32.0,8970.0,0.0,16883.0,0.06
904,Randolph County,0.00,10.0,20.0,0.0,30.0,4656.0,6.0,4656.0,0.0,10708.0,0.28
905,Ripley County,0.00,10.0,0.0,0.0,10.0,5633.0,15.0,5633.0,0.0,14548.0,0.07
906,Rush County,0.00,1.0,0.0,0.0,1.0,3091.0,10.0,3091.0,0.0,7727.0,0.01
907,St. Joseph County,0.99,8.0,183.0,2.0,193.0,58711.0,444.0,58711.0,336.0,113436.0,0.17
908,Scott County,0.00,198.0,0.0,0.0,198.0,5042.0,9.0,5042.0,0.0,10318.0,1.92
909,Shelby County,0.00,13.0,0.0,0.0,13.0,10786.0,24.0,10786.0,0.0,20064.0,0.06
910,Spencer County,0.00,0.0,4.0,0.0,4.0,5797.0,16.0,5797.0,5.0,10675.0,0.04
911,Starke County,0.00,14.0,1.0,0.0,15.0,5521.0,8.0,5521.0,10.0,10615.0,0.14
912,Steuben County,0.00,10.0,49.0,0.0,59.0,9148.0,30.0,9148.0,4.0,16713.0,0.35
913,Sullivan County,0.00,0.0,1.0,0.0,1.0,3612.0,5.0,3612.0,0.0,8898.0,0.01
914,Switzerland County,0.95,0.0,0.0,0.0,0.0,2963.0,3.0,2963.0,0.0,4313.0,0.0
915,Tippecanoe County,0.00,51.0,121.0,1.0,173.0,44571.0,350.0,44571.0,15.0,68455.0,0.25
916,Tipton County,0.00,1.0,0.0,0.0,1.0,4216.0,7.0,4216.0,0.0,8088.0,0.01
917,Union County,0.85,0.0,11.0,0.0,11.0,1560.0,12.0,1560.0,2.0,3532.0,0.31
918,Vanderburgh County,1.00,151.0,51.0,2.0,204.0,44979.0,157.0,44979.0,45.0,75252.0,0.27
919,Vermillion County,0.00,0.0,0.0,0.0,0.0,2902.0,6.0,2902.0,0.0,7350.0,0.0
920,Vigo County,1.00,20.0,54.0,0.0,74.0,28250.0,190.0,28250.0,12.0,41228.0,0.18
921,Wabash County,0.00,4.0,29.0,0.0,33.0,8192.0,11.0,8192.0,6.0,14088.0,0.23
922,Warren County,0.95,1.0,0.0,0.0,1.0,1709.0,9.0,1709.0,0.0,4407.0,0.02
923,Warrick County,0.00,39.0,16.0,0.0,55.0,21238.0,64.0,21238.0,4.0,33609.0,0.16
924,Washington County,0.95,13.0,2.0,0.0,15.0,4632.0,31.0,4632.0,3.0,12859.0,0.12
925,Wayne County,0.95,22.0,2.0,0.0,24.0,17583.0,56.0,17583.0,0.0,26944.0,0.09
926,Wells County,0.00,1.0,14.0,0.0,15.0,8635.0,35.0,8635.0,1.0,14202.0,0.11
927,White County,0.00,4.0,1.0,0.0,5.0,6828.0,20.0,6828.0,0.0,11236.0,0.04
928,Whitley County,0.00,9.0,0.0,0.0,9.0,9229.0,26.0,9229.0,0.0,17928.0,0.05
929,Adair County,0.00,1.0,0.0,0.0,1.0,467.0,0.0,0.0,0.0,4104.0,0.02
930,Adams County,0.00,0.0,1.0,0.0,1.0,249.0,0.0,0.0,0.0,2153.0,0.05
931,Allamakee County,0.00,0.0,1.0,0.0,1.0,922.0,0.0,0.0,4.0,7410.0,0.01
932,Appanoose County,0.00,11.0,5.0,0.0,16.0,845.0,0.0,0.0,0.0,6535.0,0.24
933,Audubon County,0.00,0.0,0.0,0.0,0.0,402.0,0.0,0.0,0.0,3286.0,0.0
934,Benton County,0.00,3.0,2.0,0.0,5.0,1497.0,0.0,0.0,0.0,14593.0,0.03
935,Black Hawk County,0.00,21.0,24.0,0.0,45.0,9844.0,0.0,0.0,19.0,63279.0,0.07
936,Boone County,0.00,2.0,1.0,0.0,3.0,1908.0,0.0,0.0,5.0,15520.0,0.02
937,Bremer County,0.00,3.0,6.0,0.0,9.0,1620.0,0.0,0.0,41.0,14673.0,0.06
938,Buchanan County,0.00,7.0,2.0,0.0,9.0,1226.0,0.0,0.0,26.0,10856.0,0.08
939,Buena Vista County,0.00,1.0,8.0,0.0,9.0,597.0,0.0,0.0,0.0,7593.0,0.12
940,Butler County,0.00,1.0,6.0,0.0,7.0,979.0,0.0,0.0,1.0,8102.0,0.09
941,Calhoun County,0.00,7.0,0.0,0.0,7.0,591.0,0.0,0.0,0.0,5121.0,0.14
942,Carroll County,0.00,8.0,4.0,0.0,12.0,1268.0,0.0,0.0,0.0,11209.0,0.11
943,Cass County,0.00,4.0,0.0,0.0,4.0,734.0,0.0,0.0,1.0,7292.0,0.05
944,Cedar County,0.00,18.0,0.0,0.0,18.0,1350.0,0.0,0.0,2.0,10709.0,0.17
945,Cerro Gordo County,0.00,9.0,13.0,0.0,22.0,2321.0,0.0,0.0,28.0,23152.0,0.1
946,Cherokee County,0.00,0.0,0.0,0.0,0.0,650.0,0.0,0.0,0.0,6143.0,0.0
947,Chickasaw County,0.00,0.0,6.0,0.0,6.0,962.0,0.0,0.0,3.0,6277.0,0.1
948,Clarke County,0.00,0.0,4.0,0.0,4.0,426.0,0.0,0.0,4.0,4552.0,0.09
949,Clay County,0.00,8.0,5.0,0.0,13.0,762.0,0.0,0.0,3.0,8609.0,0.15
950,Clayton County,0.00,8.0,10.0,0.0,18.0,1216.0,0.0,0.0,3.0,9461.0,0.19
951,Clinton County,0.00,8.0,0.0,0.0,8.0,3930.0,0.0,0.0,0.0,24026.0,0.03
952,Crawford County,0.00,22.0,1.0,0.0,23.0,748.0,0.0,0.0,5.0,6605.0,0.35
953,Dallas County,0.00,63.0,22.0,0.0,85.0,9871.0,0.0,0.0,18.0,63330.0,0.13
954,Davis County,0.00,5.0,1.0,0.0,6.0,414.0,0.0,0.0,0.0,3970.0,0.15
955,Decatur County,0.00,3.0,5.0,0.0,8.0,362.0,0.0,0.0,2.0,3754.0,0.21
956,Delaware County,0.00,17.0,2.0,0.0,19.0,1296.0,0.0,0.0,11.0,10211.0,0.19
957,Des Moines County,0.00,2.0,6.0,0.0,8.0,2946.0,0.0,0.0,19.0,19171.0,0.04
958,Dickinson County,0.00,10.0,1.0,0.0,11.0,1392.0,0.0,0.0,0.0,11319.0,0.1
959,Dubuque County,0.00,19.0,6.0,0.0,25.0,9254.0,0.0,0.0,3.0,53057.0,0.05
960,Emmet County,0.00,0.0,9.0,0.0,9.0,362.0,0.0,0.0,0.0,4831.0,0.19
961,Fayette County,0.00,4.0,1.0,0.0,5.0,1431.0,0.0,0.0,1.0,9928.0,0.05
962,Floyd County,0.00,1.0,2.0,0.0,3.0,843.0,0.0,0.0,15.0,7704.0,0.04
963,Franklin County,0.00,7.0,1.0,0.0,8.0,547.0,0.0,0.0,3.0,4947.0,0.16
964,Fremont County,0.00,5.0,1.0,0.0,6.0,377.0,0.0,0.0,0.0,3814.0,0.16
965,Greene County,0.00,1.0,5.0,0.0,6.0,478.0,0.0,0.0,1.0,4968.0,0.12
966,Grundy County,0.00,5.0,5.0,0.0,10.0,898.0,0.0,0.0,4.0,7202.0,0.14
967,Guthrie County,0.00,9.0,0.0,0.0,9.0,906.0,0.0,0.0,0.0,6606.0,0.14
968,Hamilton County,0.00,4.0,6.0,0.0,10.0,916.0,0.0,0.0,2.0,7643.0,0.13
969,Hancock County,0.00,1.0,3.0,0.0,4.0,601.0,0.0,0.0,1.0,5979.0,0.07
970,Hardin County,0.00,23.0,10.0,0.0,33.0,1005.0,0.0,0.0,8.0,8538.0,0.39
971,Harrison County,0.00,1.0,1.0,0.0,2.0,676.0,0.0,0.0,0.0,8015.0,0.02
972,Henry County,0.00,0.0,2.0,0.0,2.0,1043.0,0.0,0.0,1.0,9673.0,0.02
973,Howard County,0.00,2.0,1.0,0.0,3.0,464.0,0.0,0.0,0.0,4884.0,0.06
974,Humboldt County,0.00,0.0,1.0,0.0,1.0,631.0,0.0,0.0,0.0,5135.0,0.02
975,Ida County,0.00,0.0,2.0,0.0,2.0,354.0,0.0,0.0,1.0,3671.0,0.05
976,Iowa County,0.00,7.0,1.0,0.0,8.0,1228.0,0.0,0.0,5.0,9704.0,0.08
977,Jackson County,0.00,2.0,7.0,0.0,9.0,1622.0,0.0,0.0,0.0,10849.0,0.08
978,Jasper County,0.00,14.0,0.0,0.0,14.0,2266.0,0.0,0.0,0.0,20306.0,0.07
979,Jefferson County,0.00,4.0,6.0,0.0,10.0,999.0,0.0,0.0,2.0,8454.0,0.12
980,Johnson County,0.00,102.0,49.0,0.0,151.0,8734.0,0.0,0.0,19.0,87107.0,0.17
981,Jones County,0.00,6.0,0.0,0.0,6.0,1610.0,0.0,0.0,0.0,11054.0,0.05
982,Keokuk County,0.00,1.0,0.0,0.0,1.0,624.0,0.0,0.0,0.0,5182.0,0.02
983,Kossuth County,0.00,5.0,3.0,0.0,8.0,1019.0,0.0,0.0,10.0,8450.0,0.09
984,Lee County,0.00,9.0,7.0,0.0,16.0,2520.0,0.0,0.0,3.0,16311.0,0.1
985,Linn County,0.00,112.0,40.0,0.0,152.0,14701.0,0.0,0.0,37.0,123750.0,0.12
986,Louisa County,0.00,1.0,2.0,0.0,3.0,595.0,0.0,0.0,2.0,5178.0,0.06
987,Lucas County,0.00,0.0,0.0,0.0,0.0,481.0,0.0,0.0,0.0,4676.0,0.0
988,Lyon County,0.00,4.0,1.0,0.0,5.0,897.0,0.0,0.0,0.0,7046.0,0.07
989,Madison County,0.00,23.0,0.0,0.0,23.0,1020.0,0.0,0.0,0.0,10117.0,0.23
990,Mahaska County,0.00,20.0,0.0,0.0,20.0,1381.0,0.0,0.0,29.0,11017.0,0.18
991,Marion County,0.00,15.0,3.0,0.0,18.0,2792.0,0.0,0.0,0.0,19661.0,0.09
992,Marshall County,0.00,14.0,7.0,0.0,21.0,2155.0,0.0,0.0,1.0,17406.0,0.12
993,Mills County,0.00,1.0,2.0,0.0,3.0,904.0,0.0,0.0,31.0,8329.0,0.04
994,Mitchell County,0.00,0.0,2.0,0.0,2.0,677.0,0.0,0.0,38.0,5796.0,0.03
995,Monona County,0.00,5.0,3.0,0.0,8.0,499.0,0.0,0.0,0.0,4669.0,0.17
996,Monroe County,0.00,1.0,1.0,0.0,2.0,415.0,0.0,0.0,0.0,4185.0,0.05
997,Montgomery County,0.00,4.0,0.0,0.0,4.0,638.0,0.0,0.0,1.0,5105.0,0.08
998,Muscatine County,0.00,20.0,15.0,0.0,35.0,2769.0,0.0,0.0,14.0,19873.0,0.18
999,O Brien County,0.00,0.0,3.0,0.0,3.0,934.0,0.0,0.0,2.0,7569.0,0.04
1000,Osceola County,0.00,2.0,1.0,0.0,3.0,341.0,0.0,0.0,2.0,3245.0,0.09
1001,Page County,0.00,2.0,7.0,0.0,9.0,976.0,0.0,0.0,0.0,7419.0,0.12
1002,Palo Alto County,0.00,1.0,2.0,0.0,3.0,525.0,0.0,0.0,0.0,5013.0,0.06
1003,Plymouth County,0.00,23.0,2.0,0.0,25.0,1789.0,0.0,0.0,2.0,14084.0,0.18
1004,Pocahontas County,0.00,2.0,2.0,0.0,4.0,453.0,0.0,0.0,4.0,3600.0,0.11
1005,Polk County,0.00,124.0,56.0,0.0,180.0,40731.0,0.0,0.0,45.0,258067.0,0.07
1006,Pottawattamie County,0.00,36.0,11.0,0.0,47.0,6533.0,0.0,0.0,5.0,44766.0,0.1
1007,Poweshiek County,0.00,5.0,3.0,0.0,8.0,1257.0,0.0,0.0,20.0,10069.0,0.08
1008,Ringgold County,0.00,0.0,1.0,0.0,1.0,258.0,0.0,0.0,1.0,2711.0,0.04
1009,Sac County,0.00,3.0,3.0,0.0,6.0,527.0,0.0,0.0,0.0,5498.0,0.11
1010,Scott County,0.00,115.0,19.0,0.0,134.0,12288.0,0.0,0.0,33.0,90612.0,0.15
1011,Shelby County,0.00,3.0,2.0,0.0,5.0,863.0,0.0,0.0,6.0,6543.0,0.08
1012,Sioux County,0.00,21.0,9.0,0.0,30.0,2189.0,0.0,0.0,43.0,19120.0,0.16
1013,Story County,0.00,31.0,32.0,0.0,63.0,6073.0,0.0,0.0,69.0,49818.0,0.13
1014,Tama County,0.00,0.0,0.0,0.0,0.0,811.0,0.0,0.0,0.0,8685.0,0.0
1015,Taylor County,0.00,12.0,1.0,0.0,13.0,348.0,0.0,0.0,0.0,3102.0,0.42
1016,Union County,0.00,3.0,1.0,0.0,4.0,837.0,0.0,0.0,7.0,6041.0,0.07
1017,Van Buren County,0.00,1.0,0.0,0.0,1.0,354.0,0.0,0.0,0.0,3655.0,0.03
1018,Wapello County,0.00,12.0,12.0,0.0,24.0,1741.0,0.0,0.0,9.0,14697.0,0.16
1019,Warren County,0.00,22.0,27.0,0.0,49.0,4258.0,0.0,0.0,7.0,33123.0,0.15
1020,Washington County,0.00,6.0,7.0,0.0,13.0,1516.0,0.0,0.0,0.0,11673.0,0.11
1021,Wayne County,0.00,3.0,0.0,0.0,3.0,321.0,0.0,0.0,0.0,3162.0,0.09
1022,Webster County,0.00,7.0,3.0,0.0,10.0,2000.0,0.0,0.0,16.0,16825.0,0.06
1023,Winnebago County,0.00,1.0,2.0,0.0,3.0,535.0,0.0,0.0,1.0,5668.0,0.05
1024,Winneshiek County,0.00,3.0,0.0,0.0,3.0,1475.0,0.0,0.0,1.0,12079.0,0.02
1025,Woodbury County,0.00,24.0,16.0,0.0,40.0,5818.0,0.0,0.0,49.0,43247.0,0.09
1026,Worth County,0.00,0.0,0.0,0.0,0.0,407.0,0.0,0.0,0.0,4313.0,0.0
1027,Wright County,0.00,13.0,0.0,0.0,13.0,756.0,0.0,0.0,0.0,5772.0,0.23
1028,Allen County,0.00,2.0,79.0,0.0,81.0,401.0,6.0,398.0,41.0,5648.0,1.43
1029,Anderson County,0.00,1.0,51.0,0.0,52.0,213.0,7.0,213.0,47.0,3843.0,1.35
1030,Atchison County,0.00,4.0,65.0,0.0,69.0,423.0,29.0,424.0,60.0,7400.0,0.93
1031,Barber County,0.00,0.0,16.0,0.0,16.0,133.0,3.0,132.0,55.0,2184.0,0.73
1032,Barton County,0.00,1.0,37.0,0.0,38.0,797.0,29.0,797.0,146.0,10684.0,0.36
1033,Bourbon County,0.00,3.0,90.0,0.0,93.0,327.0,18.0,327.0,96.0,6588.0,1.41
1034,Brown County,0.00,1.0,58.0,0.0,59.0,199.0,12.0,199.0,69.0,4301.0,1.37
1035,Butler County,0.00,7.0,461.0,0.0,468.0,2760.0,84.0,2760.0,334.0,32547.0,1.44
1036,Chase County,0.00,0.0,14.0,0.0,14.0,129.0,3.0,129.0,2.0,1475.0,0.95
1037,Chautauqua County,0.00,1.0,15.0,0.0,16.0,150.0,3.0,150.0,12.0,1543.0,1.04
1038,Cherokee County,0.00,2.0,89.0,0.0,91.0,656.0,19.0,655.0,186.0,8785.0,1.04
1039,Cheyenne County,0.00,0.0,8.0,0.0,8.0,0.0,2.0,91.0,9.0,1448.0,0.55
1040,Clark County,0.00,0.0,14.0,0.0,14.0,336.0,0.0,97.0,13.0,1016.0,1.38
1041,Clay County,0.00,0.0,51.0,0.0,51.0,265.0,9.0,256.0,116.0,4145.0,1.23
1042,Cloud County,0.00,0.0,57.0,0.0,57.0,387.0,13.0,387.0,64.0,4086.0,1.4
1043,Coffey County,0.00,0.0,37.0,0.0,37.0,214.0,1.0,214.0,54.0,4421.0,0.84
1044,Comanche County,0.00,0.0,9.0,0.0,9.0,42.0,1.0,42.0,31.0,855.0,1.05
1045,Cowley County,0.00,4.0,242.0,0.0,246.0,1207.0,45.0,1173.0,239.0,13704.0,1.8
1046,Crawford County,0.00,4.0,138.0,0.0,142.0,1302.0,38.0,1301.0,355.0,16536.0,0.86
1047,Decatur County,0.00,0.0,28.0,0.0,28.0,94.0,3.0,97.0,3.0,1474.0,1.9
1048,Dickinson County,0.00,1.0,145.0,0.0,146.0,508.0,27.0,508.0,109.0,9214.0,1.58
1049,Doniphan County,0.00,0.0,74.0,0.0,74.0,162.0,10.0,162.0,18.0,3614.0,2.05
1050,Douglas County,0.00,8.0,753.0,0.0,761.0,12897.0,449.0,12897.0,1472.0,59054.0,1.29
1051,Edwards County,0.00,1.0,20.0,0.0,21.0,63.0,2.0,63.0,15.0,1286.0,1.63
1052,Elk County,0.00,0.0,22.0,0.0,22.0,108.0,3.0,102.0,13.0,1356.0,1.62
1053,Ellis County,0.00,3.0,80.0,0.0,83.0,765.0,27.0,765.0,224.0,13634.0,0.61
1054,Ellsworth County,0.00,0.0,31.0,0.0,31.0,215.0,6.0,215.0,67.0,2796.0,1.11
1055,Finney County,0.00,1.0,275.0,0.0,276.0,530.0,16.0,507.0,385.0,10888.0,2.53
1056,Ford County,0.00,4.0,174.0,0.0,178.0,712.0,21.0,712.0,226.0,8304.0,2.14
1057,Franklin County,0.00,2.0,208.0,0.0,210.0,699.0,30.0,688.0,220.0,12825.0,1.64
1058,Geary County,0.00,8.0,376.0,1.0,385.0,618.0,169.0,618.0,333.0,9232.0,4.17
1059,Gove County,0.00,0.0,17.0,0.0,17.0,0.0,0.0,81.0,7.0,1418.0,1.2
1060,Graham County,0.00,1.0,3.0,0.0,4.0,80.0,1.0,80.0,29.0,1306.0,0.31
1061,Grant County,0.00,2.0,47.0,0.0,49.0,102.0,5.0,102.0,53.0,2245.0,2.18
1062,Gray County,0.00,1.0,9.0,0.0,10.0,152.0,5.0,153.0,39.0,2217.0,0.45
1063,Greeley County,0.00,0.0,4.0,0.0,4.0,28.0,0.0,28.0,2.0,598.0,0.67
1064,Greenwood County,0.00,1.0,40.0,0.0,41.0,205.0,4.0,204.0,10.0,2917.0,1.41
1065,Hamilton County,0.00,0.0,17.0,0.0,17.0,65.0,1.0,64.0,17.0,828.0,2.05
1066,Harper County,0.00,0.0,44.0,0.0,44.0,153.0,2.0,153.0,53.0,2585.0,1.7
1067,Harvey County,0.00,4.0,243.0,0.0,247.0,1829.0,102.0,1829.0,287.0,16273.0,1.52
1068,Haskell County,0.00,0.0,35.0,0.0,35.0,49.0,0.0,49.0,28.0,1326.0,2.64
1069,Hodgeman County,0.00,0.0,22.0,0.0,22.0,73.0,2.0,73.0,20.0,969.0,2.27
1070,Jackson County,0.00,2.0,107.0,0.0,109.0,373.0,18.0,373.0,67.0,6596.0,1.65
1071,Jefferson County,0.00,0.0,161.0,0.0,161.0,475.0,20.0,475.0,175.0,10047.0,1.6
1072,Jewell County,0.00,1.0,9.0,0.0,10.0,121.0,4.0,121.0,12.0,1587.0,0.63
1073,Johnson County,0.00,282.0,3002.0,12.0,3296.0,45132.0,1578.0,47065.0,5823.0,348594.0,0.95
1074,Kearny County,0.00,0.0,8.0,1.0,9.0,3.0,6.0,68.0,32.0,1315.0,0.68
1075,Kingman County,0.00,0.0,48.0,0.0,48.0,1167.0,3.0,296.0,30.0,3778.0,1.27
1076,Kiowa County,0.00,0.0,9.0,0.0,9.0,46.0,2.0,47.0,6.0,1120.0,0.8
1077,Labette County,0.00,0.0,105.0,0.0,105.0,522.0,14.0,522.0,106.0,8003.0,1.31
1078,Lane County,0.00,0.0,22.0,0.0,22.0,46.0,0.0,46.0,21.0,875.0,2.51
1079,Leavenworth County,0.00,15.0,419.0,0.0,434.0,3592.0,190.0,3592.0,362.0,36917.0,1.18
1080,Lincoln County,0.00,1.0,21.0,0.0,22.0,105.0,2.0,103.0,14.0,1513.0,1.45
1081,Linn County,0.00,0.0,67.0,0.0,67.0,186.0,6.0,186.0,97.0,5045.0,1.33
1082,Logan County,0.00,0.0,19.0,0.0,19.0,250.0,0.0,250.0,3.0,1428.0,1.33
1083,Lyon County,0.00,0.0,183.0,0.0,183.0,845.0,55.0,845.0,334.0,13391.0,1.37
1084,Mcpherson County,0.00,2.0,160.0,1.0,163.0,838.0,60.0,838.0,280.0,14228.0,1.15
1085,Marion County,0.00,1.0,83.0,1.0,85.0,374.0,29.0,393.0,90.0,5968.0,1.42
