region_id,total_mail_ballot,total_rejection,late,missing_voter_signature,missing_witness_signature,non_matching_voter_signature,unofficial_envelope,ballot_missing_from_envelope,no_secrecy_envelope,multiple_ballots_in_one_envelope,envelope_not_sealed,no_postmark,no_resident_address_on_envelope,voter_deceased,voter_already_voted,missing_documentation,voter_not_eligible,no_ballot_application,rejection%
1771,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1772,114,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88
1773,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1774,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0
1775,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1776,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1777,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1778,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1779,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1780,322,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93
1781,471,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.42
1782,609,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.49
1783,1035,5,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0.48
1784,3987,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.03
1785,1152,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.26
1786,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1787,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1788,1736,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23
1789,1132,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0.44
1790,2833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1791,1125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1792,2828,4,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0.14
1793,1041,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0.77
1794,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1795,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1796,827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1797,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1798,771,5,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0.65
1799,558,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18
1800,846,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0.59
1801,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1802,3737,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11
1803,3138,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03
1804,447,4,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.89
1805,1467,4,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.27
1806,1291,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08
1807,3319,18,1,3,3,0,0,0,0,0,0,0,0,0,11,0,0,0,0.54
1808,5404,12,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22
1809,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1810,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1812,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1813,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1814,5555,21,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38
1815,81485,211,101,77,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.26
1816,107315,353,158,161,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.33
1817,12329,35,22,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28
1818,2139,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14
1819,20743,43,25,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21
1820,9350,24,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26
1821,18365,41,22,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.22
1822,2989,16,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54
1823,36064,97,62,24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.27
1824,2426,7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29
1825,27082,72,36,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27
1826,47485,192,137,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4
1827,2260,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18
1828,159005,740,417,234,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0.47
1829,96871,593,401,135,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0.61
1830,5606,13,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23
1831,10763,21,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2
1832,1472,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34
1833,5243,15,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29
1834,14214,17,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12
1835,8473,25,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3
1836,6854,19,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28
1837,60156,229,101,98,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.38
1838,9858,85,32,20,0,0,0,4,12,0,0,0,0,2,2,0,5,0,0.86
1839,4313,39,3,21,0,0,0,0,9,0,0,0,0,0,1,1,0,0,0.9
1840,3411,6,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.18
1841,1832,12,4,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.66
1842,3751,25,13,4,0,0,0,1,1,0,0,0,0,0,6,0,0,0,0.67
1843,1836,12,5,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0.65
1844,8976,42,21,10,0,0,0,0,10,0,0,0,0,0,1,0,0,0,0.47
1845,3578,25,3,13,0,0,0,0,0,0,0,0,0,2,5,1,1,0,0.7
1846,4516,142,8,10,0,0,0,0,3,0,0,0,0,1,1,0,0,0,3.14
1847,2222,7,4,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.32
1848,943,6,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.64
1849,5149,21,9,3,0,0,0,1,6,0,0,0,0,0,2,0,0,0,0.41
1850,587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1851,1001,10,2,3,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1.0
1852,5904,51,3,15,0,0,0,4,24,0,0,0,0,3,0,0,1,0,0.86
1853,1465,7,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.48
1854,86,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16
1855,421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1856,558,6,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1.08
1857,224,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45
1858,1298,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08
1859,292,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.34
1860,80,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.25
1861,1340,8,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.6
1862,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1863,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1864,536,8,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49
1865,966,6,0,3,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0.62
1866,1200,66,4,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,5.5
1867,206,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49
1868,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1869,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1870,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1871,1683,22,4,6,0,0,0,0,7,0,0,0,0,5,0,0,0,0,1.31
1872,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1873,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1874,7215,51,6,16,0,0,0,0,20,0,0,0,0,0,1,1,0,0,0.71
1875,267,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37
1876,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1877,90,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.22
1878,618,5,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.81
1879,502,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4
1880,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1881,96,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.08
1882,233,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29
1883,1320,70,8,0,0,0,0,0,1,0,0,0,0,0,60,1,0,0,5.3
1884,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1885,1543,19,0,12,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1.23
1886,7460,70,15,20,0,0,0,1,26,0,0,0,0,3,1,0,0,0,0.94
1887,1076,8,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0.74
1888,6076,114,10,68,0,0,0,0,22,0,0,0,0,0,9,0,1,0,1.88
1889,1371,18,1,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1.31
1890,5577,256,18,3,0,0,0,0,3,0,0,0,0,0,214,1,0,0,4.59
1891,2681,28,9,5,0,0,0,0,5,0,0,0,0,0,6,0,0,0,1.04
1892,9048,79,21,17,0,0,0,0,26,0,0,0,0,2,1,0,0,0,0.87
1893,1646,7,0,1,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0.43
1894,4955,56,19,17,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1.13
1895,8052,28,21,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0.35
1896,6123,36,23,4,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0.59
1897,3543,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14
1898,2908,7,1,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0.24
1899,2918,21,2,8,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0.72
1900,2931,29,5,3,0,0,0,1,10,0,0,0,0,2,3,0,0,0,0.99
1901,3793,20,3,3,0,0,0,0,7,0,0,0,0,0,2,1,0,0,0.53
1902,3583,12,0,1,0,0,0,1,3,0,0,0,0,3,1,0,1,0,0.33
1903,8278,44,10,9,0,0,0,1,12,0,0,0,0,0,3,3,1,0,0.53
1904,3098,17,4,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.55
1905,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1906,281,31,0,3,0,0,0,0,1,0,0,0,0,1,24,1,0,0,11.03
1907,863,16,10,2,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1.85
1908,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1909,963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1910,727,3,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0.41
1911,613,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49
1912,3282,43,9,10,0,0,0,0,14,0,0,0,0,0,0,0,0,0,1.31
1913,8379,81,35,26,0,0,0,1,5,0,0,0,0,0,13,0,0,0,0.97
1914,7773,70,13,8,0,0,0,3,8,0,0,0,0,0,1,0,0,0,0.9
1915,1807,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0.33
1916,5584,47,13,18,0,0,0,0,8,0,0,0,0,0,2,0,0,0,0.84
1917,650,12,5,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.85
1918,1821,16,8,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.88
1919,5487,51,9,7,0,0,0,0,22,0,0,0,0,0,7,0,0,0,0.93
1920,1450,63,5,1,0,0,0,0,7,0,0,0,0,0,47,0,0,0,4.34
1921,1612,21,8,10,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1.3
1922,9637,53,22,11,0,0,0,2,10,0,0,0,0,0,0,3,1,0,0.55
1923,3420,30,9,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.88
1924,5747,34,8,10,0,0,0,0,9,0,0,0,0,0,3,1,2,0,0.59
1925,9372,234,8,40,0,0,0,0,19,0,0,0,0,4,163,0,0,0,2.5
1926,2787,23,11,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0.83
1927,1299,9,3,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0.69
1928,4949,43,21,8,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0.87
1929,1327,13,1,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.98
1930,7538,76,16,13,0,0,0,0,31,0,0,0,0,4,0,0,0,0,1.01
1931,2105,19,5,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0.9
1932,700,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.86
1933,1521,10,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.66
1934,3673,78,18,30,0,0,0,0,14,0,0,0,0,0,11,0,0,0,2.12
1935,7111,52,18,17,0,0,0,1,7,0,0,0,0,0,0,0,1,0,0.73
1936,9718,76,14,31,0,0,0,3,26,0,0,0,0,1,0,0,0,0,0.78
1937,2004,6,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.3
1938,1041,15,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44
1939,7438,37,13,4,0,0,0,1,4,0,0,0,0,1,6,0,1,0,0.5
1940,1568,9,3,2,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0.57
1941,4275,49,4,27,0,0,0,1,10,0,0,0,0,0,6,0,0,0,1.15
1942,3492,32,5,11,0,0,0,0,8,0,0,0,0,1,6,0,0,0,0.92
1943,1293,7,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54
1944,851,6,0,1,0,0,0,0,2,0,0,0,0,0,2,0,1,0,0.71
1945,940,5,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0.53
1946,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1947,454,3,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0.66
1948,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1949,202,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99
1950,319,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.63
1951,400,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.25
1952,1207,6,1,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.5
1953,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1954,319,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31
1955,3472,13,1,5,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0.37
1956,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1957,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1958,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1959,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1960,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1961,1656,13,2,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.79
1962,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1963,703,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14
1964,1305,13,0,7,0,0,0,0,2,0,0,0,0,1,0,0,1,0,1.0
1965,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1966,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1967,457,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.66
1968,699,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14
1969,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1970,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1971,311,4,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1.29
1972,4450,15,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0.34
1973,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1974,584,6,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,1.03
1975,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1976,7044,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04
1977,3293,22,4,8,0,0,0,0,6,0,0,0,0,0,2,0,1,0,0.67
1978,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1979,892,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.34
1980,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1981,4500,27,1,17,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0.6
1982,3766,21,7,4,0,0,0,0,4,0,0,0,0,1,1,0,0,0,0.56
1983,3167,88,6,1,0,0,0,0,7,0,0,0,0,0,66,0,0,0,2.78
1984,1507,5,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.33
1985,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1986,1923,35,11,8,0,0,0,0,9,0,0,0,0,1,0,0,0,0,1.82
1987,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1988,1670,8,3,2,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0.48
1989,12731,305,23,221,0,0,0,4,39,0,0,0,0,2,2,0,2,0,2.4
1990,101,3,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2.97
1991,249,4,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1.61
1992,6484,62,4,37,0,0,0,0,13,0,0,0,0,2,0,0,0,0,0.96
1993,4441,53,5,30,0,0,0,0,9,0,0,0,0,1,1,0,2,0,1.19
1994,3048,116,5,3,0,0,0,0,4,0,0,0,0,0,96,0,0,0,3.81
1995,4579,29,17,7,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0.63
1996,4089,11,2,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0.27
1997,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1998,126,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79
1999,4044,9,2,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0.22
2000,187,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.53
2001,1311,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31
2002,1207,21,11,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1.74
2003,766,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.52
2004,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2005,70,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43
2006,6445,34,6,11,0,0,0,0,16,0,0,0,0,0,0,0,1,0,0.53
2007,349,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.15
2008,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2009,1464,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.2
2010,4489,22,2,8,0,0,0,0,11,0,0,0,0,0,1,0,0,0,0.49
2011,1705,6,2,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0.35
2012,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2013,562,5,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.89
2014,290,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34
2015,6880,34,17,4,0,0,0,0,7,0,0,0,0,2,0,0,0,0,0.49
2016,11676,80,34,8,0,0,0,0,19,0,0,0,0,1,9,0,1,0,0.69
2017,486,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41
2018,4278,25,6,7,0,0,0,1,6,0,0,0,0,0,2,1,0,0,0.58
2019,1496,8,2,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.53
2020,3676,211,12,9,0,0,0,0,5,0,0,0,0,0,4,0,0,0,5.74
2021,5741,77,14,6,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1.34
2022,7595,51,20,13,0,0,0,3,11,0,0,0,0,0,1,0,0,0,0.67
2023,1183,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.25
2024,5596,11,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0.2
2025,18447,121,64,31,0,0,0,0,18,0,0,0,0,0,3,0,0,0,0.66
2026,1364,73,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.35
2027,8603,42,12,17,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0.49
2028,5525,249,21,12,0,0,0,1,1,0,0,0,0,1,0,0,0,0,4.51
2029,5515,32,6,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.58
2030,730,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.27
2031,3191,24,1,13,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0.75
2032,12297,68,35,4,0,0,0,1,8,0,0,0,0,1,3,0,0,0,0.55
2033,2753,18,6,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0.65
2034,3717,18,9,4,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0.48
2035,4068,36,16,7,0,0,0,0,10,0,0,0,0,0,1,0,0,0,0.88
2036,3887,23,4,6,0,0,0,0,6,0,0,0,0,0,5,0,0,0,0.59
2037,8482,428,38,6,0,0,0,1,7,0,0,0,0,0,0,0,2,0,5.05
2038,1761,21,5,7,0,0,0,0,3,0,0,0,0,0,5,0,0,0,1.19
2039,2206,19,5,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.86
2040,9607,103,37,23,0,0,0,9,13,0,0,0,0,4,4,2,0,0,1.07
2041,7795,73,12,18,0,0,0,2,18,0,0,0,0,2,21,0,0,0,0.94
2042,6499,43,9,18,0,0,0,0,14,0,0,0,0,0,2,0,0,0,0.66
2043,2316,16,1,8,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0.69
2044,9955,93,22,15,0,0,0,0,21,0,0,0,0,2,24,0,0,0,0.93
2045,7121,61,11,41,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0.86
2046,8570,57,23,6,0,0,0,0,18,0,0,0,0,0,3,0,2,0,0.67
2047,20056,154,63,43,0,0,0,2,26,0,0,0,0,1,1,0,4,0,0.77
2048,3302,175,12,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,5.3
2049,2331,3,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.13
2050,6589,47,20,13,0,0,0,2,3,0,0,0,0,2,6,0,0,0,0.71
2051,1052,53,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.04
2052,947,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.42
2053,15771,102,31,22,0,0,0,1,29,0,0,0,0,1,1,0,3,0,0.65
2054,4455,15,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.34
2055,1927,12,7,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.62
2056,5438,37,22,3,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0.68
2057,6146,39,2,25,0,0,0,1,6,0,0,0,0,0,2,0,0,0,0.63
2058,1719,16,4,2,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0.93
2059,2185,16,7,1,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0.73
2060,5516,55,14,2,0,0,0,1,11,0,0,0,0,0,0,0,0,0,1.0
2061,9587,68,11,32,0,0,0,1,19,0,0,0,0,2,0,0,0,0,0.71
2062,6819,36,16,6,0,0,0,0,8,0,0,0,0,1,3,0,0,0,0.53
2063,3793,23,7,5,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0.61
2064,5600,44,24,2,0,0,0,2,10,0,0,0,0,0,0,1,0,0,0.79
2065,2931,17,9,2,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0.58
2066,4535,28,9,9,0,0,0,0,5,0,0,0,0,0,2,2,0,0,0.62
2067,5018,51,32,7,0,0,0,1,6,0,0,0,0,1,3,0,0,0,1.02
2068,6769,46,15,11,0,0,0,3,2,0,0,0,0,0,6,0,0,0,0.68
2069,1907,50,13,19,0,0,0,1,6,0,0,0,0,0,8,0,0,0,2.62
2070,652,11,2,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.69
2071,3197,17,8,2,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0.53
2072,5984,42,8,15,0,0,0,1,17,0,0,0,0,0,0,0,0,0,0.7
2073,12396,112,42,27,0,0,0,1,34,0,0,0,0,0,0,4,1,0,0.9
2074,5639,33,18,9,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0.59
2075,2014,19,9,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0.94
2076,5060,33,11,11,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0.65
2077,1337,11,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.82
2078,3409,18,4,7,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0.53
2079,7093,70,33,13,0,0,0,2,13,0,0,0,0,0,0,0,0,0,0.99
2080,1841,6,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.33
2081,2709,19,9,7,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0.7
2082,3011,15,4,6,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0.5
2083,2104,10,0,3,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0.48
2084,5944,74,16,20,0,0,0,0,24,0,0,0,0,6,0,0,8,0,1.24
2085,8487,100,23,21,0,0,0,1,19,0,0,0,0,0,35,0,0,0,1.18
2086,2322,11,4,1,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0.47
